Column1	Column2	Column3	Column4	Column5	Column6	Column7
						
Test Method	TENSILE LMSMA.msm					
Sample I. D.	MingearLMSMA.mss					
Specimen Number	7					
						
Time (s)	Load (N)	Stress (MPa)	_COM1 (C)	Crosshead (mm)	_Strain2 (mm)	Strain (mm/mm)
						
1019.800	3373.720	128.780	0.000	3.533	0.000	1.101
1026.200	3307.019	126.234	0.000	3.527	-0.000	1.100
1032.600	3243.459	123.808	0.000	3.528	-0.000	1.100
1039.000	3296.942	125.849	0.000	3.534	-0.000	1.102
1045.400	3367.825	128.555	0.000	3.536	-0.000	1.103
1051.800	3328.192	127.042	0.000	3.531	0.000	1.101
1058.200	3310.346	126.361	0.000	3.530	-0.000	1.101
1064.600	3241.394	123.729	0.000	3.529	-0.000	1.100
1071.000	3275.845	125.044	0.000	3.534	0.000	1.102
1077.400	3287.946	125.506	0.000	3.536	-0.000	1.103
1083.800	3341.456	127.549	0.000	3.541	-0.000	1.104
1090.200	3376.804	128.898	0.000	3.538	0.000	1.103
1096.600	3361.732	128.323	0.000	3.537	-0.000	1.103
1103.000	3295.794	125.806	0.000	3.532	-0.000	1.101
1109.400	3252.635	124.158	0.000	3.530	0.000	1.101
1115.800	3243.298	123.802	0.000	3.534	0.000	1.102
1122.200	3323.943	126.880	0.000	3.542	-0.000	1.104
1128.600	3355.716	128.093	0.000	3.544	0.000	1.105
1135.000	3355.363	128.079	0.000	3.539	0.000	1.103
1141.400	3296.152	125.819	0.000	3.534	-0.000	1.102
1147.800	3261.088	124.481	0.000	3.532	0.000	1.101
1154.200	3247.731	123.971	0.000	3.536	0.000	1.103
1160.600	3304.324	126.131	0.000	3.542	0.000	1.104
1167.000	3345.051	127.686	0.000	3.545	0.000	1.105
1173.400	3371.953	128.713	0.000	3.542	-0.000	1.104
1179.800	3326.273	126.969	0.000	3.537	-0.000	1.103
1186.200	3275.323	125.024	0.000	3.534	0.000	1.102
1192.600	3242.438	123.769	0.000	3.537	-0.000	1.103
1199.000	3282.085	125.282	0.000	3.541	-0.000	1.104
1205.400	3345.713	127.711	0.000	3.546	0.000	1.106
1211.800	3375.184	128.836	0.000	3.543	-0.000	1.105
1218.200	3329.310	127.085	0.000	3.539	0.000	1.103
1224.600	3270.567	124.843	0.000	3.534	0.000	1.102
1231.000	3240.459	123.693	0.000	3.537	-0.000	1.103
1237.400	3287.048	125.472	0.000	3.542	-0.000	1.104
1243.800	3345.502	127.703	0.000	3.546	-0.000	1.106
1250.200	3369.158	128.606	0.000	3.543	-0.000	1.105
1256.600	3311.065	126.389	0.000	3.538	-0.000	1.103
1263.000	3247.025	123.944	0.000	3.536	0.000	1.102
1269.400	3267.503	124.726	0.000	3.541	0.000	1.104
1275.800	3333.365	127.240	0.000	3.547	-0.000	1.106
1282.200	3373.826	128.784	0.000	3.544	-0.000	1.105
1288.600	3315.280	126.549	0.000	3.539	-0.000	1.103
1295.000	3255.354	124.262	0.000	3.536	-0.000	1.102
1301.400	3250.708	124.085	0.000	3.540	0.000	1.104
1307.800	3321.508	126.787	0.000	3.546	-0.000	1.106
1314.200	3374.926	128.826	0.000	3.546	-0.000	1.106
1320.600	3334.224	127.273	0.000	3.541	-0.000	1.104
1327.000	3252.996	124.172	0.000	3.537	-0.000	1.103
1333.400	3259.405	124.417	0.000	3.542	0.000	1.104
1339.800	3343.285	127.618	0.000	3.548	-0.000	1.106
1346.200	3359.574	128.240	0.000	3.544	0.000	1.105
1352.600	3299.424	125.944	0.000	3.539	-0.000	1.103
1359.000	3240.027	123.677	0.000	3.540	-0.000	1.104
1365.400	3298.628	125.914	0.000	3.546	-0.000	1.106
1371.800	3358.320	128.192	0.000	3.549	0.000	1.107
1378.200	3328.719	127.062	0.000	3.542	-0.000	1.104
1384.600	3272.266	124.908	0.000	3.537	-0.000	1.103
1391.000	3241.494	123.733	0.000	3.541	-0.000	1.104
1397.400	3321.912	126.803	0.000	3.548	-0.000	1.106
1403.800	3365.872	128.481	0.000	3.549	-0.000	1.107
1410.200	3339.939	127.491	0.000	3.543	0.000	1.105
1416.600	3280.393	125.218	0.000	3.538	-0.000	1.103
1423.000	3241.315	123.726	0.000	3.540	-0.000	1.104
1429.400	3289.528	125.567	0.000	3.546	-0.000	1.106
1435.800	3331.858	127.182	0.000	3.550	-0.000	1.107
1442.200	3360.883	128.290	0.000	3.550	-0.000	1.107
1448.600	3330.290	127.122	0.000	3.543	-0.000	1.105
1455.000	3299.578	125.950	0.000	3.541	-0.000	1.104
1461.400	3259.754	124.430	0.000	3.539	-0.000	1.103
1467.800	3258.404	124.378	0.000	3.544	0.000	1.105
1474.200	3288.659	125.533	0.000	3.547	-0.000	1.106
1480.600	3350.327	127.887	0.000	3.551	-0.000	1.107
1487.000	3360.864	128.289	0.000	3.547	0.000	1.106
1493.400	3328.736	127.063	0.000	3.544	0.000	1.105
1499.800	3249.450	124.037	0.000	3.540	-0.000	1.104
1506.200	3254.255	124.220	0.000	3.544	-0.000	1.105
1512.600	3286.389	125.447	0.000	3.547	-0.000	1.106
1519.000	3374.573	128.813	0.000	3.549	-0.000	1.107
1525.400	3356.838	128.136	0.000	3.547	-0.000	1.106
1531.800	3321.507	126.787	0.000	3.543	-0.000	1.105
1538.200	3245.817	123.898	0.000	3.541	-0.000	1.104
1544.600	3237.399	123.577	0.000	3.542	-0.000	1.104
1551.000	3271.448	124.876	0.000	3.546	-0.000	1.106
1557.400	3334.419	127.280	0.000	3.551	-0.000	1.107
1563.800	3346.796	127.753	0.000	3.552	-0.000	1.108
1570.200	3368.686	128.588	0.000	3.548	-0.000	1.106
1576.600	3333.285	127.237	0.000	3.545	-0.000	1.105
1583.000	3325.977	126.958	0.000	3.544	-0.000	1.105
1589.400	3258.057	124.365	0.000	3.540	-0.000	1.104
1595.800	3241.761	123.743	0.000	3.541	0.000	1.104
1602.200	3240.436	123.693	0.000	3.543	0.000	1.105
1608.600	3300.641	125.991	0.000	3.549	-0.000	1.106
1615.000	3313.772	126.492	0.000	3.550	-0.000	1.107
1621.400	3335.743	127.331	0.000	3.552	-0.000	1.108
1627.800	3375.737	128.857	0.000	3.550	0.000	1.107
1634.200	3371.693	128.703	0.000	3.551	-0.000	1.107
1640.600	3355.040	128.067	0.000	3.547	-0.000	1.106
1647.000	3324.466	126.900	0.000	3.544	-0.000	1.105
1653.400	3332.652	127.213	0.000	3.545	-0.000	1.105
1659.800	3287.482	125.488	0.000	3.541	-0.000	1.104
1666.200	3264.599	124.615	0.000	3.540	-0.000	1.104
1672.600	3262.005	124.516	0.000	3.541	-0.000	1.104
1679.000	3240.920	123.711	0.000	3.543	0.000	1.105
1685.400	3239.983	123.675	0.000	3.544	0.000	1.105
1691.800	3254.719	124.238	0.000	3.545	-0.000	1.105
1698.200	3295.507	125.795	0.000	3.549	0.000	1.107
1704.600	3285.152	125.399	0.000	3.548	0.000	1.106
1711.000	3322.395	126.821	0.000	3.551	0.000	1.107
1717.400	3364.271	128.420	0.000	3.552	0.000	1.108
1723.800	3358.416	128.196	0.000	3.553	-0.000	1.108
1730.200	3372.812	128.746	0.000	3.550	-0.000	1.107
1736.600	3351.331	127.926	0.000	3.548	-0.000	1.106
1743.000	3341.897	127.565	0.000	3.547	-0.000	1.106
1749.400	3299.383	125.943	0.000	3.543	-0.000	1.105
1755.800	3287.108	125.474	0.000	3.542	-0.000	1.104
1762.200	3261.021	124.478	0.000	3.541	-0.000	1.104
1768.600	3239.375	123.652	0.000	3.544	-0.000	1.105
1775.000	3238.780	123.629	0.000	3.543	-0.000	1.105
1781.400	3271.254	124.869	0.000	3.547	-0.000	1.106
1787.800	3310.359	126.362	0.000	3.551	-0.000	1.107
1794.200	3317.754	126.644	0.000	3.551	-0.000	1.107
1800.600	3357.527	128.162	0.000	3.553	-0.000	1.108
1807.000	3376.079	128.870	0.000	3.550	-0.000	1.107
1813.400	3374.324	128.803	0.000	3.550	-0.000	1.107
1819.800	3346.309	127.734	0.000	3.547	-0.000	1.106
1826.200	3338.567	127.438	0.000	3.547	-0.000	1.106
1832.600	3340.599	127.516	0.000	3.547	-0.000	1.106
1839.000	3325.350	126.934	0.000	3.545	-0.000	1.105
1845.400	3334.058	127.266	0.000	3.546	-0.000	1.106
1851.800	3325.575	126.942	0.000	3.545	-0.000	1.105
1858.200	3317.732	126.643	0.000	3.545	-0.000	1.105
1864.600	3325.892	126.955	0.000	3.546	0.000	1.105
1871.000	3317.793	126.645	0.000	3.545	0.000	1.105
1877.400	3309.716	126.337	0.000	3.544	0.000	1.105
1883.800	3310.972	126.385	0.000	3.544	-0.000	1.105
1890.200	3291.863	125.656	0.000	3.543	0.000	1.105
1896.600	3344.554	127.667	0.000	3.553	-0.000	1.108
1903.000	3367.061	128.526	0.000	3.552	-0.000	1.108
1909.400	3371.561	128.698	0.000	3.550	0.000	1.107
1915.800	3343.142	127.613	0.000	3.547	-0.000	1.106
1922.200	3341.225	127.540	0.000	3.547	-0.000	1.106
1928.600	3308.563	126.293	0.000	3.544	0.000	1.105
1935.000	3271.735	124.887	0.000	3.541	0.000	1.104
1941.400	3238.511	123.619	0.000	3.543	0.000	1.105
1947.800	3261.095	124.481	0.000	3.547	-0.000	1.106
1954.200	3315.123	126.543	0.000	3.551	-0.000	1.107
1960.600	3267.589	124.729	0.000	3.548	-0.000	1.106
1967.000	3315.586	126.561	0.000	3.551	-0.000	1.107
1973.400	3372.725	128.742	0.000	3.552	-0.000	1.107
1979.800	3356.641	128.128	0.000	3.549	0.000	1.106
1986.200	3302.686	126.069	0.000	3.544	-0.000	1.105
1992.600	3254.109	124.214	0.000	3.542	0.000	1.104
1999.000	3246.971	123.942	0.000	3.545	-0.000	1.105
2005.400	3320.176	126.736	0.000	3.552	-0.000	1.107
2011.800	3372.801	128.745	0.000	3.552	0.000	1.108
2018.200	3344.064	127.648	0.000	3.547	0.000	1.106
2024.600	3259.556	124.422	0.000	3.542	0.000	1.104
2031.000	3245.253	123.876	0.000	3.545	-0.000	1.105
2037.400	3299.337	125.941	0.000	3.550	-0.000	1.107
2043.800	3372.385	128.729	0.000	3.552	-0.000	1.107
2050.200	3360.257	128.266	0.000	3.549	-0.000	1.107
2056.600	3311.039	126.388	0.000	3.544	-0.000	1.105
2063.000	3257.847	124.357	0.000	3.542	0.000	1.104
2069.400	3238.386	123.614	0.000	3.544	-0.000	1.105
2075.800	3298.502	125.909	0.000	3.550	-0.000	1.107
2082.200	3343.506	127.627	0.000	3.554	-0.000	1.108
2088.600	3373.497	128.772	0.000	3.550	0.000	1.107
2095.000	3280.569	125.225	0.000	3.542	-0.000	1.104
2101.400	3238.704	123.626	0.000	3.544	-0.000	1.105
2107.800	3295.318	125.787	0.000	3.550	-0.000	1.107
2114.200	3374.391	128.806	0.000	3.551	-0.000	1.107
2120.600	3324.798	126.913	0.000	3.546	0.000	1.106
2127.000	3248.915	124.016	0.000	3.542	-0.000	1.104
2133.400	3290.589	125.607	0.000	3.549	-0.000	1.107
2139.800	3329.586	127.096	0.000	3.553	-0.000	1.108
2146.200	3370.895	128.672	0.000	3.552	-0.000	1.108
2152.600	3369.222	128.609	0.000	3.550	-0.000	1.107
2159.000	3365.883	128.481	0.000	3.550	-0.000	1.107
2165.400	3295.902	125.810	0.000	3.543	-0.000	1.105
2171.800	3289.173	125.553	0.000	3.543	-0.000	1.105
2178.200	3271.698	124.886	0.000	3.542	-0.000	1.104
2184.600	3261.124	124.482	0.000	3.547	-0.000	1.106
2191.000	3278.292	125.138	0.000	3.548	-0.000	1.106
2197.400	3320.173	126.736	0.000	3.552	-0.000	1.108
2203.800	3366.913	128.520	0.000	3.553	-0.000	1.108
2210.200	3375.519	128.849	0.000	3.551	-0.000	1.107
2216.600	3330.426	127.128	0.000	3.546	-0.000	1.106
2223.000	3290.724	125.612	0.000	3.543	-0.000	1.105
2229.400	3285.798	125.424	0.000	3.542	0.000	1.105
2235.800	3243.388	123.805	0.000	3.545	-0.000	1.105
2242.200	3281.153	125.247	0.000	3.549	-0.000	1.106
