"MTS Start (HH:MM:SS) 09:32:03
"Test Method","3Point_Bending.msm"
"Sample I. D.","Sample34.mss"
"Specimen Number","1"

"Time (s)","Load (N)","Extension (mm)","_COM1 (C)","FlexureStress (MPa)","FlexureStrain (mm/mm)"
14299.200,-2628.604,-3.825,37.500,-197.145,****
14305.600,-2695.936,-3.823,37.900,-202.195,****
14312.000,-2635.394,-3.817,38.300,-197.655,****
14318.400,-2671.144,-3.811,38.800,-200.336,****
14324.800,-2696.923,-3.815,39.200,-202.269,****
14331.200,-2702.120,-3.808,39.600,-202.659,****
14337.600,-2697.854,-3.800,40.000,-202.339,****
14344.000,-2668.071,-3.798,40.500,-200.105,****
14350.400,-2674.942,-3.787,40.900,-200.621,****
14356.800,-2698.620,-3.790,41.300,-202.396,****
14363.200,-2689.784,-3.783,41.800,-201.734,****
14369.600,-2671.087,-3.770,42.160,-200.332,****
14376.000,-2698.531,-3.773,42.600,-202.390,****
14382.400,-2635.599,-3.759,43.100,-197.670,****
14388.800,-2689.924,-3.755,43.400,-201.744,****
14395.200,-2678.826,-3.754,43.800,-200.912,****
14401.600,-2704.261,-3.747,44.300,-202.820,****
14408.000,-2708.039,-3.739,44.700,-203.103,****
14414.400,-2675.036,-3.735,45.100,-200.628,****
14420.800,-2663.986,-3.720,45.600,-199.799,****
14427.200,-2711.718,-3.721,46.100,-203.379,****
14433.600,-2727.413,-3.720,46.500,-204.556,****
14440.000,-2702.242,-3.708,46.900,-202.668,****
14446.400,-2633.683,-3.694,47.300,-197.526,****
14452.800,-2653.705,-3.684,47.700,-199.028,****
14459.200,-2710.804,-3.683,48.200,-203.310,****
14465.600,-2671.521,-3.676,48.600,-200.364,****
14472.000,-2691.132,-3.664,49.000,-201.835,****
14478.400,-2670.038,-3.652,49.400,-200.253,****
14484.800,-2710.172,-3.651,49.900,-203.263,****
14491.200,-2688.174,-3.643,50.300,-201.613,****
14497.600,-2701.174,-3.634,50.700,-202.588,****
14504.000,-2675.909,-3.616,51.100,-200.693,****
14510.400,-2706.112,-3.614,51.600,-202.958,****
14516.800,-2654.871,-3.600,52.000,-199.115,****
14523.200,-2659.674,-3.591,52.400,-199.476,****
14529.600,-2710.984,-3.580,52.800,-203.324,****
14536.000,-2665.962,-3.568,53.200,-199.947,****
14542.400,-2660.518,-3.550,53.700,-199.539,****
14548.800,-2687.759,-3.548,54.100,-201.582,****
14555.200,-2643.559,-3.530,54.500,-198.267,****
14561.600,-2661.657,-3.520,54.900,-199.624,****
14568.000,-2658.902,-3.507,55.400,-199.418,****
14574.400,-2657.594,-3.486,55.900,-199.320,****
14580.800,-2665.797,-3.471,56.300,-199.935,****
14587.200,-2700.943,-3.461,56.700,-202.571,****
14593.600,-2652.017,-3.440,57.200,-198.901,****
14600.000,-2641.311,-3.428,57.600,-198.098,****
14606.400,-2635.382,-3.411,58.000,-197.654,****
14612.800,-2658.225,-3.397,58.400,-199.367,****
14619.200,-2661.414,-3.373,58.700,-199.606,****
14625.600,-2644.414,-3.360,59.300,-198.331,****
14632.000,-2703.001,-3.344,59.700,-202.725,****
14638.400,-2676.291,-3.318,60.100,-200.722,****
14644.800,-2655.192,-3.295,60.500,-199.139,****
14651.200,-2645.050,-3.273,61.000,-198.379,****
14657.600,-2637.035,-3.251,61.400,-197.778,****
14664.000,-2669.136,-3.228,61.800,-200.185,****
14670.400,-2640.297,-3.203,62.200,-198.022,****
14676.800,-2639.197,-3.179,62.700,-197.940,****
14683.200,-2698.891,-3.163,63.100,-202.417,****
14689.600,-2655.547,-3.133,63.500,-199.166,****
14696.000,-2674.325,-3.102,63.900,-200.574,****
14702.400,-2642.273,-3.075,64.300,-198.171,****
14708.800,-2659.469,-3.048,64.800,-199.460,****
14715.200,-2698.913,-3.019,65.300,-202.418,****
14721.600,-2673.346,-2.988,65.600,-200.501,****
14728.000,-2680.408,-2.957,66.100,-201.031,****
14734.400,-2646.394,-2.919,66.500,-198.480,****
14740.800,-2638.410,-2.882,66.900,-197.881,****
14747.200,-2674.272,-2.847,67.300,-200.570,****
14753.600,-2645.485,-2.812,67.700,-198.411,****
14760.000,-2666.414,-2.771,68.200,-199.981,****
14766.400,-2701.786,-2.739,68.700,-202.634,****
14772.800,-2676.289,-2.692,69.100,-200.722,****
14779.200,-2640.475,-2.652,69.500,-198.036,****
14785.600,-2704.718,-2.616,69.800,-202.854,****
14792.000,-2683.228,-2.570,70.300,-201.242,****
14798.400,-2685.337,-2.527,70.800,-201.400,****
14804.800,-2691.303,-2.485,71.200,-201.848,****
14811.200,-2669.436,-2.444,71.600,-200.208,****
14817.600,-2696.099,-2.401,72.100,-202.207,****
14824.000,-2661.240,-2.348,72.500,-199.593,****
14830.400,-2666.007,-2.303,72.800,-199.950,****
14836.800,-2665.754,-2.256,73.200,-199.932,****
14843.200,-2666.620,-2.217,73.700,-199.996,****
14849.600,-2675.557,-2.167,74.200,-200.667,****
14856.000,-2695.804,-2.124,74.600,-202.185,****
14862.400,-2643.289,-2.079,75.000,-198.247,****
14868.800,-2666.854,-2.038,75.500,-200.014,****
14875.200,-2665.891,-1.990,75.900,-199.942,****
14881.600,-2707.913,-1.959,76.300,-203.093,****
14888.000,-2642.727,-1.912,76.800,-198.205,****
14894.400,-2685.263,-1.875,77.100,-201.395,****
14900.800,-2649.859,-1.836,77.600,-198.739,****
14907.200,-2655.883,-1.808,78.000,-199.191,****
14913.600,-2658.634,-1.771,78.400,-199.398,****
14920.000,-2687.394,-1.750,78.800,-201.555,****
14926.400,-2694.367,-1.721,79.300,-202.078,****
14932.800,-2713.062,-1.693,79.800,-203.480,****
14939.200,-2704.729,-1.668,80.200,-202.855,****
14945.600,-2664.934,-1.649,80.500,-199.870,****
14952.000,-2708.445,-1.628,80.900,-203.133,****
14958.400,-2664.178,-1.612,81.500,-199.813,****
14964.800,-2637.964,-1.590,81.900,-197.847,****
14971.200,-2669.070,-1.574,82.300,-200.180,****
14977.600,-2655.037,-1.566,82.700,-199.128,****
14984.000,-2664.261,-1.549,83.200,-199.820,****
14990.400,-2663.025,-1.543,83.600,-199.727,****
14996.800,-2697.473,-1.535,84.000,-202.310,****
15003.200,-2702.853,-1.521,84.400,-202.714,****
15009.600,-2674.819,-1.509,84.800,-200.611,****
15016.000,-2676.162,-1.507,85.200,-200.712,****
15022.400,-2656.651,-1.490,85.700,-199.249,****
15028.800,-2691.739,-1.486,86.100,-201.880,****
15035.200,-2680.610,-1.484,86.500,-201.046,****
15041.600,-2688.996,-1.477,87.000,-201.675,****
15048.000,-2642.648,-1.461,87.500,-198.199,****
15054.400,-2701.377,-1.463,87.800,-202.603,****
15060.800,-2673.003,-1.456,88.200,-200.475,****
15067.200,-2707.372,-1.447,88.700,-203.053,****
15073.600,-2633.174,-1.438,89.100,-197.488,****
15080.000,-2708.073,-1.436,89.500,-203.105,****
15086.400,-2677.600,-1.433,90.000,-200.820,****
15092.800,-2687.202,-1.428,90.300,-201.540,****
15099.200,-2685.572,-1.422,90.800,-201.418,****
15105.600,-2635.693,-1.409,91.300,-197.677,****
15112.000,-2657.798,-1.409,91.700,-199.335,****
15118.400,-2643.690,-1.398,92.100,-198.277,****
15124.800,-2707.343,-1.399,92.600,-203.051,****
15131.200,-2659.089,-1.394,93.000,-199.432,****
15137.600,-2693.234,-1.387,93.400,-201.993,****
15144.000,-2637.687,-1.378,93.800,-197.827,****
15150.400,-2695.936,-1.382,94.200,-202.195,****
15156.800,-2640.775,-1.373,94.700,-198.058,****
15163.200,-2664.857,-1.364,95.100,-199.864,****
15169.600,-2647.582,-1.360,95.500,-198.569,****
15176.000,-2704.869,-1.361,95.900,-202.865,****
15182.400,-2713.986,-1.358,96.400,-203.549,****
15188.800,-2683.509,-1.356,96.800,-201.263,****
15195.200,-2656.558,-1.342,97.200,-199.242,****
15201.600,-2637.862,-1.342,97.700,-197.840,****
15208.000,-2683.243,-1.336,98.200,-201.243,****
15214.400,-2630.823,-1.330,98.500,-197.312,****
15220.800,-2701.801,-1.334,98.900,-202.635,****
15227.200,-2633.325,-1.324,99.200,-197.499,****
15233.600,-2714.130,-1.325,99.700,-203.560,****
15240.000,-2668.362,-1.314,100.200,-200.127,****
15246.400,-2671.141,-1.317,100.700,-200.336,****
15252.800,-2652.561,-1.311,101.100,-198.942,****
15259.200,-2642.925,-1.306,101.500,-198.219,****
15265.600,-2709.659,-1.304,102.000,-203.224,****
15272.000,-2638.243,-1.294,102.400,-197.868,****
15278.400,-2703.737,-1.295,102.800,-202.780,****
15284.800,-2692.399,-1.289,103.100,-201.930,****
15291.200,-2707.543,-1.289,103.700,-203.066,****
15297.600,-2642.535,-1.282,104.000,-198.190,****
15304.000,-2694.822,-1.278,104.300,-202.112,****
15310.400,-2637.497,-1.272,104.700,-197.812,****
15316.800,-2703.654,-1.275,104.800,-202.774,****
15323.200,-2684.621,-1.266,105.000,-201.347,****
15329.600,-2661.321,-1.260,105.200,-199.599,****
15336.000,-2645.667,-1.261,105.300,-198.425,****
15342.400,-2653.430,-1.259,105.300,-199.007,****
15348.800,-2700.222,-1.255,105.400,-202.517,****
15355.200,-2654.892,-1.246,105.500,-199.117,****
15361.600,-2647.469,-1.243,105.500,-198.560,****
15368.000,-2676.944,-1.249,105.500,-200.771,****
15374.400,-2645.876,-1.242,105.600,-198.441,****
15380.800,-2704.794,-1.240,105.600,-202.860,****
15387.200,-2656.431,-1.231,105.600,-199.232,****
15393.600,-2641.281,-1.227,105.600,-198.096,****
15400.000,-2635.513,-1.228,105.600,-197.663,****
15406.400,-2687.737,-1.231,105.600,-201.580,****
15412.800,-2680.506,-1.228,105.600,-201.038,****
15419.200,-2673.520,-1.218,105.600,-200.514,****
15425.600,-2633.106,-1.215,105.600,-197.483,****
15432.000,-2665.907,-1.218,105.500,-199.943,****
15438.400,-2701.678,-1.213,105.600,-202.626,****
15444.800,-2663.995,-1.212,105.500,-199.800,****
15451.200,-2641.682,-1.203,105.500,-198.126,****
15457.600,-2662.025,-1.207,105.400,-199.652,****
15464.000,-2644.201,-1.202,105.400,-198.315,****
15470.400,-2704.286,-1.200,105.400,-202.821,****
15476.800,-2663.195,-1.192,105.400,-199.740,****
15483.200,-2682.245,-1.192,105.400,-201.168,****
15489.600,-2635.349,-1.190,105.300,-197.651,****
15496.000,-2650.816,-1.190,105.300,-198.811,****
15502.400,-2694.047,-1.191,105.300,-202.054,****
15508.800,-2682.228,-1.182,105.300,-201.167,****
15515.200,-2664.261,-1.184,105.300,-199.820,****
15521.600,-2633.563,-1.177,105.200,-197.517,****
15528.000,-2688.816,-1.181,105.200,-201.661,****
15534.400,-2696.126,-1.178,105.200,-202.209,****
15540.800,-2681.992,-1.170,105.200,-201.149,****
15547.200,-2649.838,-1.164,105.200,-198.738,****
15553.600,-2641.549,-1.167,105.200,-198.116,****
15560.000,-2693.379,-1.169,105.200,-202.003,****
15566.400,-2711.466,-1.165,105.200,-203.360,****
15572.800,-2638.928,-1.159,105.100,-197.920,****
15579.200,-2658.377,-1.160,105.100,-199.378,****
15585.600,-2632.619,-1.154,105.100,-197.446,****
15592.000,-2658.048,-1.156,105.100,-199.354,****
15598.400,-2708.811,-1.153,105.100,-203.161,****
15604.800,-2675.240,-1.153,105.100,-200.643,****
15611.200,-2707.804,-1.148,105.100,-203.085,****
15617.600,-2683.623,-1.143,105.100,-201.272,****
15624.000,-2706.133,-1.144,105.100,-202.960,****
15630.400,-2651.547,-1.136,105.100,-198.866,****
15636.800,-2633.079,-1.136,105.100,-197.481,****
15643.200,-2635.133,-1.135,105.100,-197.635,****
15649.600,-2693.091,-1.139,105.100,-201.982,****
15656.000,-2665.791,-1.135,105.100,-199.934,****
15662.400,-2703.457,-1.133,105.100,-202.759,****
15668.800,-2701.029,-1.128,105.100,-202.577,****
15675.200,-2690.521,-1.131,105.100,-201.789,****
15681.600,-2681.444,-1.122,105.100,-201.108,****
15688.000,-2636.451,-1.118,105.100,-197.734,****
15694.400,-2682.723,-1.118,105.100,-201.204,****
15700.800,-2645.531,-1.114,105.000,-198.415,****
15707.200,-2630.817,-1.113,105.100,-197.311,****
15713.600,-2648.092,-1.110,105.100,-198.607,****
15720.000,-2634.335,-1.111,105.000,-197.575,****
15726.400,-2658.055,-1.106,105.100,-199.354,****
15732.800,-2633.840,-1.107,105.100,-197.538,****
15739.200,-2689.813,-1.111,105.100,-201.736,****
15745.600,-2641.107,-1.105,105.100,-198.083,****
15752.000,-2690.565,-1.108,105.000,-201.792,****
15758.400,-2697.101,-1.101,105.000,-202.283,****
15764.800,-2698.677,-1.103,105.000,-202.401,****
15771.200,-2675.440,-1.095,105.100,-200.658,****
15777.600,-2653.491,-1.091,105.000,-199.012,****
15780.700,-2653.056,-1.090,105.100,-198.979,****


