3.037925347605239494e+02,3.574864019692959582e-02
3.041743146970354132e+02,3.574904870146166508e-02
3.049252156955540727e+02,3.574985216553007439e-02
3.061146760140102856e+02,3.575112488807082739e-02
3.076146196417153078e+02,3.575272982775247466e-02
3.093283962862882390e+02,3.575456356876216546e-02
3.110900160575022824e+02,3.575644850191736501e-02
3.129281808883810072e+02,3.575841533828640062e-02
3.148152139574051489e+02,3.576043446367026257e-02
3.166679999889286137e+02,3.576241694472398480e-02
3.184013602247326276e+02,3.576427164017630111e-02
3.199935847656392980e+02,3.576597532043507277e-02
3.215975282872330467e+02,3.576769154000317141e-02
3.231674543821415000e+02,3.576937136092472880e-02
3.247281473878492761e+02,3.577104130244083968e-02
3.263535659887741076e+02,3.577278050034382595e-02
3.279891019997056674e+02,3.577453052387552512e-02
3.296413897627031133e+02,3.577629847178193101e-02
3.312926043780450982e+02,3.577806527142034232e-02
3.329516734639720994e+02,3.577984047534228662e-02
3.346231480596119923e+02,3.578162895315961656e-02
3.362682060302308855e+02,3.578338916518818136e-02
3.378860520328322536e+02,3.578512026041096722e-02
3.395069329476132793e+02,3.578685460298978299e-02
3.411278622557199469e+02,3.578858899734945614e-02
3.427492250661702542e+02,3.579032385555663831e-02
3.443375293030914577e+02,3.579202334109014838e-02
3.459148029281107597e+02,3.579371102386891268e-02
3.474788687615573508e+02,3.579538457431070270e-02
3.490414804255233321e+02,3.579705656879114684e-02
3.506491092095351405e+02,3.579877673159004292e-02
3.523193588591951766e+02,3.580056389871517919e-02
3.539708313682491507e+02,3.580233097429986328e-02
3.556338944647882272e+02,3.580411045181315643e-02
3.572219452306093217e+02,3.580580966613258753e-02
3.588133477539864771e+02,3.580751246683260003e-02
3.603706725416438985e+02,3.580917880435539880e-02
3.619939515863339921e+02,3.581091571293321119e-02
3.636459612038786986e+02,3.581268336322399048e-02
3.653188776008115610e+02,3.581447338376870376e-02
3.669602470608754743e+02,3.581622964909097345e-02
3.686213740029820656e+02,3.581800705491902659e-02
3.701906093659938506e+02,3.581968613675744900e-02
3.717536552512667072e+02,3.582135859585468957e-02
3.733538643286078695e+02,3.582307081956744715e-02
3.750079468024714515e+02,3.582484068781448261e-02
3.766927309584394834e+02,3.582664340686136928e-02
3.783221751575277949e+02,3.582838691215439048e-02
3.799245531852802742e+02,3.583010145664408674e-02
3.815728334290698740e+02,3.583186511650494205e-02
3.832802449814893180e+02,3.583369204686602527e-02
3.850618153893428826e+02,3.583559832720242810e-02
3.867272866923707966e+02,3.583738038149666960e-02
3.882914451201581869e+02,3.583905403101440845e-02
3.897821484163010837e+02,3.584064908354127332e-02
3.912610534699721825e+02,3.584223151194870782e-02
3.929117399935884691e+02,3.584399774652897996e-02
3.946420960320293148e+02,3.584584922749010916e-02
3.963413400257705916e+02,3.584766741856340588e-02
3.979834456812490089e+02,3.584942447161477280e-02
3.995848631197329723e+02,3.585113798827395393e-02
4.012056698159579469e+02,3.585287225143891227e-02
4.027912489795097031e+02,3.585456882114390620e-02
4.043731260962572946e+02,3.585626142965882973e-02
4.059723972857750027e+02,3.585797264983161398e-02
4.075336260758249978e+02,3.585964316463696733e-02
4.090896156579090075e+02,3.586130807348979904e-02
4.106783594066275214e+02,3.586300802930092457e-02
4.123392213664945984e+02,3.586478515159798042e-02
4.140023926572666824e+02,3.586656474487910640e-02
4.156559104351615019e+02,3.586833400890145768e-02
4.172957079832190175e+02,3.587008859227788088e-02
4.189092928086650431e+02,3.587181512804110683e-02
4.204952522639604240e+02,3.587351210465827833e-02
4.221638626617429395e+02,3.587529751778389953e-02
4.238234819239468152e+02,3.587707331039445557e-02
4.255133678258749796e+02,3.587888148830951918e-02
4.271719343539411966e+02,3.588065615449455292e-02
4.288236552241151003e+02,3.588242349582564106e-02
4.304490968412823122e+02,3.588416271835601079e-02
4.320126989719143467e+02,3.588583577263577962e-02
4.335925208833268130e+02,3.588752618208099210e-02
4.351740706646028229e+02,3.588921844034696079e-02
4.367448296495625755e+02,3.589089915246086726e-02
4.383609132738886274e+02,3.589262836193889833e-02
4.399258281753776600e+02,3.589430282088348911e-02
4.415069827743924407e+02,3.589599465630443492e-02
4.431337270836833113e+02,3.589773527271537812e-02
4.448041241646111530e+02,3.589952259759196518e-02
4.465156253237031478e+02,3.590135390383220049e-02
4.482069939741779763e+02,3.590316366828820438e-02
4.498506280160102051e+02,3.590492235671297050e-02
4.514333021497814684e+02,3.590661581803610003e-02
4.530237739421945662e+02,3.590831762285398576e-02
4.546096504246925178e+02,3.591001451069025796e-02
4.562025546422456728e+02,3.591171891820303663e-02
4.577823062893301085e+02,3.591340925246541693e-02
4.593940792544318583e+02,3.591513384953808063e-02
4.610040284673098085e+02,3.591685649519585355e-02
4.626306442360457254e+02,3.591859697406840635e-02
4.643142279745810583e+02,3.592039840866863287e-02
4.659688817287012625e+02,3.592216888818554332e-02
4.675541305276735784e+02,3.592386510440044589e-02
4.691610242495929697e+02,3.592558448068289972e-02
4.707620597662852333e+02,3.592729758868576373e-02
4.724079074387198602e+02,3.592905864569526098e-02
4.741052533953579768e+02,3.593087480586887317e-02
4.758210937702708065e+02,3.593271075507002699e-02
4.774252390817947571e+02,3.593442719055335577e-02
4.789363239646354486e+02,3.593604405137799940e-02
4.804775109962792499e+02,3.593769312150185691e-02
4.820514933481746311e+02,3.593937728261838160e-02
4.836322566982699982e+02,3.594106869940298654e-02
4.852381279604707061e+02,3.594278698165354058e-02
4.868344664857900170e+02,3.594449506387563387e-02
4.884438800033334473e+02,3.594621713633940063e-02
4.900715207855575954e+02,3.594795871197638271e-02
4.918177779936198135e+02,3.594982720718900571e-02
4.935352134923480207e+02,3.595166486317265264e-02
4.952372124168272194e+02,3.595348600202184081e-02
4.969661952973028747e+02,3.595533601370394516e-02
4.986469747705731379e+02,3.595713444774034651e-02
5.003318395282825577e+02,3.595893725303109939e-02
5.020134586185150738e+02,3.596073658545764773e-02
5.036718862027851742e+02,3.596251110297281339e-02
5.053228877948768627e+02,3.596427767467635928e-02
5.068936282079578177e+02,3.596595836691834913e-02
5.084562619417049518e+02,3.596763038501345905e-02
5.099326114681538229e+02,3.596921007900676093e-02
5.113523587831693931e+02,3.597072920863382539e-02
5.128529893954508907e+02,3.597233488338896779e-02
5.143763032809818014e+02,3.597396482924648808e-02
5.160291699663592908e+02,3.597573339659983910e-02
5.177219387625241325e+02,3.597754465921174094e-02
5.194120253928920192e+02,3.597935305190623489e-02
5.210972937728550960e+02,3.598115628907279373e-02
5.227361805429060269e+02,3.598290989791674832e-02
5.243481371657522914e+02,3.598463469150318950e-02
5.259822618996932988e+02,3.598638320496851117e-02
5.276482778727729510e+02,3.598813925022644605e-02
5.293139602537182782e+02,3.598967728927192355e-02
5.309125793628059000e+02,3.598882588934116528e-02
5.324967823415179282e+02,3.586676677727203971e-02
5.340806901532459960e+02,3.568948918826925221e-02
5.356132824655917375e+02,3.540500995120612199e-02
5.372097377898975310e+02,3.496884252096907342e-02
5.388450023236011930e+02,3.436055832097597434e-02
5.404536396811133727e+02,3.359874215974468364e-02
5.421298337005661097e+02,3.263734181544238749e-02
5.438149927635723770e+02,3.151070776603441537e-02
5.454655938682747092e+02,3.026849686303358794e-02
5.470907824533965140e+02,2.893034387507351091e-02
5.486846016810372930e+02,2.752646322256643158e-02
5.503065460649086162e+02,2.602471559555103592e-02
5.518768286787114903e+02,2.451942667789044211e-02
5.534871401001507820e+02,2.294218013603048154e-02
5.551586933888115709e+02,2.128876398420692651e-02
5.567318065761767230e+02,1.973539718847092811e-02
5.583151170725335533e+02,1.819119147461781966e-02
5.598991456501021275e+02,1.668136818660755083e-02
5.615441183151118594e+02,1.516701074071194824e-02
5.632265756086181909e+02,1.369178228971513686e-02
5.649724716901930606e+02,1.225830549706464177e-02
5.666993033218670917e+02,1.095689523780360095e-02
5.683145922655751292e+02,9.861227555087021673e-03
5.698316472813378368e+02,8.953840002852972435e-03
5.713959736012930080e+02,8.156462212533613712e-03
5.729428136363897011e+02,7.521690717510996944e-03
5.745653406393821570e+02,7.038887419599736649e-03
5.762538956609621437e+02,6.713563744541714388e-03
5.779287777778754389e+02,6.715355868406811847e-03
5.795264167948415661e+02,6.717065342154966180e-03
5.811230710109384745e+02,6.718773762166189469e-03
5.827479877825899166e+02,6.720512423111856849e-03
5.843939878119638252e+02,6.722273643143286855e-03
5.860203548122265147e+02,6.724013855833567248e-03
5.876296135587595018e+02,6.725735762692358101e-03
5.892469988716061380e+02,6.727466364977103749e-03
5.908320227412152690e+02,6.729162340517585821e-03
5.924431596744410626e+02,6.730886257036137327e-03
5.940698981265346674e+02,6.732626867179877621e-03
5.957085189202132369e+02,6.734380191429113760e-03
5.973129099555510493e+02,6.736096889836925075e-03
5.989324895783329339e+02,6.737829840033301466e-03
6.005964464761215140e+02,6.739610273913934982e-03
6.022745132418917819e+02,6.741405805353309875e-03
6.039108671284491265e+02,6.743156704011926163e-03
6.055302322338467320e+02,6.744889424674701227e-03
6.071397499547797452e+02,6.746611608636099433e-03
6.087778407028465608e+02,6.748364365736531090e-03
6.104116506845400636e+02,6.750112542416942911e-03
6.120506030540852862e+02,6.751866221452356917e-03
6.136733101015536249e+02,6.753602517993147550e-03
6.152368102288321552e+02,6.755275463129335918e-03
6.168301208636906949e+02,6.756980305508634120e-03
6.184926154481506728e+02,6.758759174714006751e-03
6.201381277313179226e+02,6.760519872856995439e-03
6.214833640026297417e+02,6.761959275667299429e-03
6.224024422219055168e+02,6.762942689361924400e-03
6.230277499999957627e+02,6.763611768684480753e-03
6.230277499999953079e+02,6.763611768684479886e-03
6.170500024574046165e+02,6.757215578813907837e-03
6.089920430854356255e+02,6.748593562285901647e-03
6.009546007206565719e+02,6.739993498955587463e-03
5.935530799182924966e+02,6.732073871697058162e-03
5.861955744297520141e+02,6.724201340824320118e-03
5.785825321567556330e+02,6.716055385592213829e-03
5.711219036011779053e+02,6.708072513037745786e-03
5.634100672170247890e+02,6.699820848106701615e-03
5.559779339443358595e+02,6.691868465504924660e-03
5.484660144619431321e+02,6.683830711658764884e-03
5.408826391079346649e+02,6.675716500029975700e-03
5.333011784051593622e+02,6.667604337078005851e-03
5.257234782549054444e+02,6.659496197917233809e-03
5.183119598905225303e+02,6.651565873267344629e-03
5.112379794762251777e+02,6.643996714224046328e-03
5.044062507334420502e+02,6.636686764469268418e-03
4.986043939420836182e+02,6.630478777702514780e-03
4.938811351186552656e+02,6.625424890761446792e-03
4.886647344319281956e+02,6.619843342026648578e-03
4.844634329050212500e+02,6.615347949392858320e-03
4.801339212022453466e+02,6.610715371870887896e-03
4.755763648816601972e+02,6.605838786607861474e-03
4.708494512542569055e+02,6.600780989026540022e-03
4.660531267775238575e+02,6.595648921836436140e-03
4.614485457731200313e+02,1.009145451806836742e-02
4.571321855312431808e+02,1.417828117432534327e-02
4.531854390844526961e+02,1.796180440631968411e-02
4.498485322849292061e+02,2.111218223033687127e-02
4.470017797744293375e+02,2.372196011113523670e-02
4.440835052088773978e+02,2.628492228570631153e-02
4.414802450698201710e+02,2.844085846334718296e-02
4.384645561567949699e+02,3.073388302311819836e-02
4.350120793174206710e+02,3.299621321988487066e-02
4.320132220080431580e+02,3.453264606199146769e-02
4.290696994641472202e+02,3.551807982319278578e-02
4.261057113560704011e+02,3.587951529588684352e-02
4.236286753986674398e+02,3.587686486741242797e-02
4.211578916126640593e+02,3.587422112876140212e-02
4.182832571882663615e+02,3.587114526992729591e-02
4.161248955989894398e+02,3.586883582302677342e-02
4.135838215133121594e+02,3.586611687375509949e-02
4.116233100266534848e+02,3.586401912646437762e-02
4.085460863692408680e+02,3.586072649715094096e-02
4.057925019069966766e+02,3.585778016177634114e-02
4.038999507349815303e+02,3.585575513202228504e-02
4.013346026286602637e+02,3.585301020954852202e-02
3.991309035473919380e+02,3.585065225153156315e-02
3.970360238517985749e+02,3.584841073025728242e-02
3.946060631626271515e+02,3.584581067231986523e-02
3.924908371860092302e+02,3.584354738052487888e-02
3.902828622159860288e+02,3.584118484730695886e-02
3.883898126898379246e+02,3.583915928431398445e-02
3.868468992646283482e+02,3.583750836694900299e-02
3.847159894569062999e+02,3.583522829345474336e-02
3.818823471583000355e+02,3.583219629619523172e-02
3.806403815817187706e+02,3.583086739302829282e-02
3.790755251568161839e+02,3.582919299665364432e-02
3.777199817968332809e+02,3.582774256525846079e-02
3.763690826350015186e+02,3.582629710315530375e-02
3.741075174049873340e+02,3.582387722835918969e-02
3.729995859394987292e+02,3.582269174169111503e-02
3.718394025782307040e+02,3.582145034549456125e-02
3.703266142904908520e+02,3.581983166202667990e-02
3.688333856938323265e+02,3.581823390742825547e-02
3.673087630158145203e+02,3.581660256116277197e-02
3.662802076097299278e+02,3.581550200687826091e-02
3.649176736157717187e+02,3.581404409550473233e-02
3.637346345926986828e+02,3.581277824375003749e-02
3.625018895288600902e+02,3.581145920653173303e-02
3.611653440693934272e+02,3.581002910289010632e-02
3.601444223088108743e+02,3.580893671660628080e-02
3.590116984198631371e+02,3.580772470204510172e-02
3.581787956947875955e+02,3.580683349612927280e-02
3.574005337480243156e+02,3.580600075584623732e-02
3.559635565956472192e+02,3.580446319029319258e-02
3.546824523195742245e+02,3.580309240871779736e-02
3.537139777583749947e+02,3.580205614093731614e-02
