FLUKE 287,  V1.16,  38020004

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
1/23/2019 9:27:54 AM,1/23/2019 1:54:32 PM,4:26:38,5:00:00,499,1,499,
Max Time,Max,,Average,,Min,,Min Time,Scaling,
1/23/2019 9:28:19 AM,99.4,°C,35.6243777909505,°C,-23.2,°C,1/23/2019 11:40:58 AM,(none)

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
7,Max,77.3,1/23/2019 9:38:36.1
7,Min,74.3,1/23/2019 9:39:33.2
8,Sample,74.2,1/23/2019 9:39:39.6,72.815909090909
8,Max,74.2,1/23/2019 9:39:39.6
8,Min,71.4,1/23/2019 9:40:23.7
9,Sample,71.2,1/23/2019 9:40:24.2,70.0848484848485
9,Max,71.4,1/23/2019 9:40:29.8
9,Min,68.4,1/23/2019 9:41:13.9
10,Sample,68.3,1/23/2019 9:41:14.2,66.7642685851319
10,Max,68.3,1/23/2019 9:41:14.2
10,Min,65.6,1/23/2019 9:42:06.6
11,Sample,65.4,1/23/2019 9:42:07.0,64.4727272727273
11,Max,65.6,1/23/2019 9:42:11.9
11,Min,62.8,1/23/2019 9:42:49.7
12,Sample,62.6,1/23/2019 9:42:50.1,61.8875
12,Max,63,1/23/2019 9:42:55.3
12,Min,60.1,1/23/2019 9:43:39.0
13,Sample,60,1/23/2019 9:43:39.5,59.2315634218289
13,Max,60.6,1/23/2019 9:43:44.4
13,Min,57.7,1/23/2019 9:44:22.2
14,Sample,57.6,1/23/2019 9:44:22.4,56.97025
14,Max,58.3,1/23/2019 9:44:27.0
14,Min,55.3,1/23/2019 9:45:07.0
15,Sample,55.1,1/23/2019 9:45:13.1,53.9841860465117
15,Max,55.1,1/23/2019 9:45:13.1
15,Min,52.9,1/23/2019 9:45:40.0
16,Sample,52.8,1/23/2019 9:45:40.3,52.1721682847896
16,Max,53.4,1/23/2019 9:45:45.9
16,Min,50.7,1/23/2019 9:46:19.3
17,Sample,50.5,1/23/2019 9:46:19.5,49.9071428571428
17,Max,50.9,1/23/2019 9:46:25.6
17,Min,48.5,1/23/2019 9:47:06.7
18,Sample,48.4,1/23/2019 9:47:07.2,47.5364016736402
18,Max,48.6,1/23/2019 9:47:10.5
18,Min,46.6,1/23/2019 9:47:37.0
19,Sample,46.4,1/23/2019 9:47:37.5,45.9039274924472
19,Max,47,1/23/2019 9:47:43.0
19,Min,44.6,1/23/2019 9:48:19.0
20,Sample,44.5,1/23/2019 9:48:19.4,43.8296296296296
20,Max,44.5,1/23/2019 9:48:19.4
20,Min,42.8,1/23/2019 9:48:39.5
21,Sample,42.6,1/23/2019 9:48:39.9,42.0185714285714
21,Max,42.8,1/23/2019 9:48:45.9
21,Min,40.9,1/23/2019 9:48:57.2
22,Sample,40.8,1/23/2019 9:48:57.5,40.3322085889571
22,Max,41.5,1/23/2019 9:49:02.3
22,Min,39.2,1/23/2019 9:49:30.9
23,Sample,39.1,1/23/2019 9:49:38.6,38.3084507042254
23,Max,39.1,1/23/2019 9:49:38.6
23,Min,37.6,1/23/2019 9:49:50.5
24,Sample,37.5,1/23/2019 9:49:56.6,36.8616915422886
24,Max,37.5,1/23/2019 9:49:56.6
24,Min,36.1,1/23/2019 9:50:21.6
25,Sample,35.9,1/23/2019 9:50:22.0,35.4771186440678
25,Max,36.1,1/23/2019 9:50:28.1
25,Min,34.6,1/23/2019 9:50:51.7
26,Sample,34.4,1/23/2019 9:50:51.9,33.9654761904762
26,Max,34.6,1/23/2019 9:50:55.7
26,Min,33.1,1/23/2019 9:51:23.4
27,Sample,33,1/23/2019 9:51:23.7,32.4236220472441
27,Max,33.6,1/23/2019 9:51:29.1
27,Min,31.7,1/23/2019 9:51:48.9
28,Sample,31.6,1/23/2019 9:51:55.9,31.0077922077922
28,Max,31.6,1/23/2019 9:51:55.9
28,Min,30.4,1/23/2019 9:52:15.0
29,Sample,30.2,1/23/2019 9:52:15.3,29.7837837837838
29,Max,30.8,1/23/2019 9:52:20.6
29,Min,29,1/23/2019 9:52:32.2
30,Sample,28.9,1/23/2019 9:52:38.6,28.3147058823529
30,Max,28.9,1/23/2019 9:52:38.6
30,Min,27.9,1/23/2019 9:52:46.7
31,Sample,27.7,1/23/2019 9:52:47.3,27.2622641509434
31,Max,27.7,1/23/2019 9:52:47.3
31,Min,26.6,1/23/2019 9:53:07.0
32,Sample,26.4,1/23/2019 9:53:07.4,25.8446043165468
32,Max,26.4,1/23/2019 9:53:07.4
32,Min,25.4,1/23/2019 9:53:17.1
33,Sample,25.3,1/23/2019 9:53:24.9,25.191052631579
33,Max,25.9,1/23/2019 9:53:38.1
33,Min,24.4,1/23/2019 9:53:48.5
34,Sample,24.2,1/23/2019 9:53:49.0,24.0802816901408
34,Max,24.8,1/23/2019 9:53:54.1
34,Min,23.4,1/23/2019 9:54:15.4
35,Sample,23.2,1/23/2019 9:54:15.9,22.7953125
35,Max,23.2,1/23/2019 9:54:15.9
35,Min,22.3,1/23/2019 9:54:23.7
36,Sample,22.1,1/23/2019 9:54:24.1,22.0124378109453
36,Max,22.7,1/23/2019 9:54:28.9
36,Min,21.2,1/23/2019 9:54:49.1
37,Sample,21.1,1/23/2019 9:54:49.5,21.0856
37,Max,21.8,1/23/2019 9:54:53.6
37,Min,20.2,1/23/2019 9:55:04.9
38,Sample,20.1,1/23/2019 9:55:05.3,19.7789915966387
38,Max,20.4,1/23/2019 9:55:08.6
38,Min,19.2,1/23/2019 9:55:19.8
39,Sample,19.1,1/23/2019 9:55:20.2,19.1611111111111
39,Max,19.7,1/23/2019 9:55:34.0
39,Min,18.3,1/23/2019 9:55:44.8
40,Sample,18.1,1/23/2019 9:55:45.2,18.1716417910448
40,Max,18.9,1/23/2019 9:55:50.5
40,Min,17.2,1/23/2019 9:56:01.7
41,Sample,17.1,1/23/2019 9:56:02.1,16.8060810810811
41,Max,17.3,1/23/2019 9:56:05.9
41,Min,16.2,1/23/2019 9:56:20.5
42,Sample,16.1,1/23/2019 9:56:20.7,15.6428571428571
42,Max,16.1,1/23/2019 9:56:20.7
42,Min,15.2,1/23/2019 9:56:23.1
43,Sample,15.1,1/23/2019 9:56:23.4,15.5567010309278
43,Min,15.1,1/23/2019 9:56:23.4
43,Max,16,1/23/2019 9:56:27.8
44,Sample,16.1,1/23/2019 9:56:35.7,15.6794871794872
44,Max,16.1,1/23/2019 9:56:35.7
44,Min,15.2,1/23/2019 9:56:45.2
45,Sample,15.1,1/23/2019 9:56:45.5,14.7483606557377
45,Max,15.1,1/23/2019 9:56:45.5
45,Min,14.2,1/23/2019 9:57:00.4
46,Sample,14.1,1/23/2019 9:57:00.9,13.8637795275591
46,Max,14.7,1/23/2019 9:57:06.0
46,Min,13.2,1/23/2019 9:57:16.6
47,Sample,13.1,1/23/2019 9:57:16.9,12.7303797468355
47,Max,13.1,1/23/2019 9:57:16.9
47,Min,12.3,1/23/2019 9:57:26.7
48,Sample,12.1,1/23/2019 9:57:27.0,11.7969465648855
48,Max,12.4,1/23/2019 9:57:32.9
48,Min,11.3,1/23/2019 9:57:37.1
49,Sample,11.1,1/23/2019 9:57:43.5,10.8756613756614
49,Max,11.7,1/23/2019 9:57:48.4
49,Min,10.2,1/23/2019 9:58:00.6
50,Sample,10.1,1/23/2019 9:58:07.4,9.73142857142857
50,Max,10.4,1/23/2019 9:58:12.7
50,Min,9.2,1/23/2019 9:58:24.2
51,Sample,9.1,1/23/2019 9:58:25.1,8.79142857142857
51,Max,9.1,1/23/2019 9:58:25.1
51,Min,8.3,1/23/2019 9:58:29.1
52,Sample,8.1,1/23/2019 9:58:29.6,7.92384615384616
52,Max,8.4,1/23/2019 9:58:34.4
52,Min,7.2,1/23/2019 9:58:45.6
53,Sample,7,1/23/2019 9:58:45.9,7.04214876033058
53,Max,7.7,1/23/2019 9:58:50.4
53,Min,6.1,1/23/2019 9:59:01.0
54,Sample,6,1/23/2019 9:59:01.3,5.91545454545455
54,Max,6.7,1/23/2019 9:59:05.8
54,Min,5.1,1/23/2019 9:59:28.3
55,Sample,5,1/23/2019 9:59:29.0,4.54225352112676
55,Max,5,1/23/2019 9:59:29.0
55,Min,4.2,1/23/2019 9:59:31.6
56,Sample,4,1/23/2019 9:59:38.0,3.82093023255814
56,Max,4.4,1/23/2019 9:59:43.6
56,Min,3.2,1/23/2019 9:59:54.1
57,Sample,3,1/23/2019 9:59:54.4,2.69065040650406
57,Max,3.1,1/23/2019 9:59:58.9
57,Min,2.1,1/23/2019 10:00:25.1
58,Sample,2,1/23/2019 10:00:25.5,1.61951219512195
58,Max,2,1/23/2019 10:00:25.5
58,Min,1.1,1/23/2019 10:00:30.3
59,Sample,0.9,1/23/2019 10:00:30.8,0.518918918918919
59,Max,0.9,1/23/2019 10:00:30.8
59,Min,0,1/23/2019 10:00:39.7
60,Sample,-0.1,1/23/2019 10:00:40.0,-0.205084745762712
60,Max,0.6,1/23/2019 10:00:44.2
60,Min,-1,1/23/2019 10:00:54.6
61,Sample,-1.1,1/23/2019 10:00:55.0,-1.3136690647482
61,Max,-0.7,1/23/2019 10:01:00.0
61,Min,-2,1/23/2019 10:01:11.8
62,Sample,-2.1,1/23/2019 10:01:12.6,-2.05882352941176
62,Max,-1.3,1/23/2019 10:01:16.3
62,Min,-3,1/23/2019 10:01:29.5
63,Sample,-3.1,1/23/2019 10:01:29.8,-3.5
63,Max,-3.1,1/23/2019 10:01:29.8
63,Min,-4,1/23/2019 10:01:31.8
64,Sample,-4.2,1/23/2019 10:01:32.0,-4.23709677419355
64,Max,-3.6,1/23/2019 10:01:36.2
64,Min,-5,1/23/2019 10:01:47.4
65,Sample,-5.2,1/23/2019 10:01:47.8,-5.39824561403509
65,Max,-5.2,1/23/2019 10:01:47.8
65,Min,-6.1,1/23/2019 10:01:54.5
66,Sample,-6.4,1/23/2019 10:01:54.9,-6.50551181102362
66,Max,-5.7,1/23/2019 10:01:59.5
66,Min,-7.2,1/23/2019 10:02:04.2
67,Sample,-7.4,1/23/2019 10:02:11.0,-7.47922077922078
67,Max,-6.6,1/23/2019 10:02:15.8
67,Min,-8.3,1/23/2019 10:02:30.1
68,Sample,-8.4,1/23/2019 10:02:30.4,-8.79444444444444
68,Max,-8.4,1/23/2019 10:02:30.4
68,Min,-9.3,1/23/2019 10:02:32.4
69,Sample,-9.4,1/23/2019 10:02:32.6,-9.67899159663866
69,Max,-9.1,1/23/2019 10:02:36.5
69,Min,-10.3,1/23/2019 10:02:41.3
70,Sample,-10.5,1/23/2019 10:02:47.7,-10.5928838951311
70,Max,-10,1/23/2019 10:03:09.3
70,Min,-11.4,1/23/2019 10:03:20.9
71,Sample,-11.5,1/23/2019 10:03:21.4,-11.727397260274
71,Max,-11.5,1/23/2019 10:03:21.4
71,Min,-12.3,1/23/2019 10:03:30.4
72,Sample,-12.5,1/23/2019 10:03:30.6,-12.9266666666667
72,Max,-12.5,1/23/2019 10:03:30.6
72,Min,-13.4,1/23/2019 10:03:32.2
73,Sample,-13.5,1/23/2019 10:03:32.5,-13.6008695652174
73,Max,-12.7,1/23/2019 10:03:36.6
73,Min,-14.3,1/23/2019 10:03:46.7
74,Sample,-14.5,1/23/2019 10:03:47.1,-14.6468571428571
74,Max,-13.9,1/23/2019 10:03:52.8
74,Min,-15.4,1/23/2019 10:04:31.0
75,Sample,-15.5,1/23/2019 10:04:31.3,-15.7311258278146
75,Max,-15.1,1/23/2019 10:04:45.6
75,Min,-16.4,1/23/2019 10:04:49.6
76,Sample,-16.5,1/23/2019 10:04:50.3,-16.7030534351145
76,Max,-15.8,1/23/2019 10:05:10.5
76,Min,-17.4,1/23/2019 10:05:30.0
77,Sample,-17.5,1/23/2019 10:05:40.0,-17.5484429065744
77,Min,-18.4,1/23/2019 10:06:14.5
77,Max,-16.7,1/23/2019 10:06:35.5
78,Sample,-18.5,1/23/2019 10:06:53.0,-18.5923076923077
78,Max,-17.8,1/23/2019 10:06:56.9
78,Min,-19.4,1/23/2019 10:07:24.5
79,Sample,-19.5,1/23/2019 10:08:02.0,-19.1169421487603
79,Min,-19.7,1/23/2019 10:08:02.7
79,Max,-18.6,1/23/2019 10:08:24.5
80,Sample,-18.5,1/23/2019 10:08:32.6,-18.8259259259259
80,Max,-18.5,1/23/2019 10:08:32.6
80,Min,-19.4,1/23/2019 10:08:35.6
81,Sample,-19.5,1/23/2019 10:08:36.0,-19.6824480369515
81,Max,-18.8,1/23/2019 10:08:41.2
81,Min,-20.4,1/23/2019 10:09:14.5
82,Sample,-20.5,1/23/2019 10:09:30.7,-20.3029304029304
82,Max,-19.6,1/23/2019 10:10:00.1
82,Min,-21.4,1/23/2019 10:10:31.2
83,Sample,-21.5,1/23/2019 10:10:39.8,-21.0413461538462
83,Min,-21.5,1/23/2019 10:10:39.8
83,Max,-20.6,1/23/2019 10:10:43.6
84,Sample,-20.5,1/23/2019 10:10:52.9,-20.7570175438596
84,Max,-20.3,1/23/2019 10:11:09.7
84,Min,-21.4,1/23/2019 10:11:21.3
85,Sample,-21.5,1/23/2019 10:11:21.8,-21.7229268292683
85,Max,-21,1/23/2019 10:11:26.2
85,Min,-22.4,1/23/2019 10:12:31.7
86,Sample,-22.5,1/23/2019 10:13:05.3,-22.2269679300292
86,Max,-21.6,1/23/2019 10:13:25.2
86,Min,-22.9,1/23/2019 10:13:37.8
87,Sample,-21.5,1/23/2019 10:14:32.1,-21.263829787234
87,Min,-22,1/23/2019 10:14:37.4
87,Max,-20.6,1/23/2019 10:14:53.5
88,Sample,-20.5,1/23/2019 10:15:01.7,-20.3138983050847
88,Min,-21.1,1/23/2019 10:15:05.5
88,Max,-19.6,1/23/2019 10:15:30.5
89,Sample,-19.5,1/23/2019 10:15:39.1,-19.0032
89,Min,-19.5,1/23/2019 10:15:39.1
89,Max,-18.6,1/23/2019 10:15:54.0
90,Sample,-18.5,1/23/2019 10:15:54.8,-18.0046875
90,Min,-18.5,1/23/2019 10:15:54.8
90,Max,-17.6,1/23/2019 10:16:10.1
91,Sample,-17.5,1/23/2019 10:16:19.1,-17.1546511627907
91,Min,-17.8,1/23/2019 10:16:25.1
91,Max,-16.6,1/23/2019 10:16:41.5
92,Sample,-16.5,1/23/2019 10:16:51.7,-16.2488764044944
92,Min,-16.8,1/23/2019 10:16:55.6
92,Max,-15.6,1/23/2019 10:17:13.0
93,Sample,-15.5,1/23/2019 10:17:14.1,-15.2965367965368
93,Min,-16,1/23/2019 10:17:17.0
93,Max,-14.6,1/23/2019 10:17:42.5
94,Sample,-14.5,1/23/2019 10:17:43.3,-14.1148148148148
94,Min,-14.5,1/23/2019 10:17:43.3
94,Max,-13.6,1/23/2019 10:18:03.1
95,Sample,-13.5,1/23/2019 10:18:03.8,-13.2048387096774
95,Min,-13.6,1/23/2019 10:18:07.3
95,Max,-12.6,1/23/2019 10:18:19.2
96,Sample,-12.5,1/23/2019 10:18:19.6,-12.1543859649123
96,Min,-12.5,1/23/2019 10:18:19.6
96,Max,-11.6,1/23/2019 10:18:33.3
97,Sample,-11.5,1/23/2019 10:18:34.1,-11.0496644295302
97,Min,-11.5,1/23/2019 10:18:34.1
97,Max,-10.6,1/23/2019 10:18:50.7
98,Sample,-10.5,1/23/2019 10:18:52.8,-10.1766666666667
98,Min,-10.8,1/23/2019 10:18:56.2
98,Max,-9.6,1/23/2019 10:19:20.5
99,Sample,-9.5,1/23/2019 10:19:23.1,-9.09800995024876
99,Min,-9.5,1/23/2019 10:19:23.1
99,Max,-8.6,1/23/2019 10:19:47.1
100,Sample,-8.5,1/23/2019 10:19:48.5,-8.08484848484849
100,Min,-8.5,1/23/2019 10:19:48.5
100,Max,-7.6,1/23/2019 10:20:15.5
101,Sample,-7.5,1/23/2019 10:20:17.7,-7.0347619047619
101,Min,-7.5,1/23/2019 10:20:17.7
101,Max,-6.6,1/23/2019 10:20:40.6
102,Sample,-6.5,1/23/2019 10:20:44.3,-6.0303738317757
102,Min,-6.5,1/23/2019 10:20:44.3
102,Max,-5.6,1/23/2019 10:21:08.3
103,Sample,-5.5,1/23/2019 10:21:11.3,-5.03671497584541
103,Min,-5.5,1/23/2019 10:21:11.3
103,Max,-4.6,1/23/2019 10:21:34.8
104,Sample,-4.5,1/23/2019 10:21:37.4,-4.04723618090452
104,Min,-4.5,1/23/2019 10:21:37.4
104,Max,-3.6,1/23/2019 10:22:00.4
105,Sample,-3.5,1/23/2019 10:22:02.5,-3.0352657004831
105,Min,-3.5,1/23/2019 10:22:02.5
105,Max,-2.6,1/23/2019 10:22:26.2
106,Sample,-2.5,1/23/2019 10:22:28.7,-2.04307692307692
106,Min,-2.5,1/23/2019 10:22:28.7
106,Max,-1.6,1/23/2019 10:22:50.4
107,Sample,-1.5,1/23/2019 10:22:53.4,-1.03392857142857
107,Min,-1.5,1/23/2019 10:22:53.4
107,Max,-0.6,1/23/2019 10:23:12.1
108,Sample,-0.5,1/23/2019 10:23:14.6,-0.0625698324022348
108,Min,-0.5,1/23/2019 10:23:14.6
108,Max,0.4,1/23/2019 10:23:34.1
109,Sample,0.5,1/23/2019 10:23:37.2,0.926704545454545
109,Min,0.4,1/23/2019 10:23:37.5
109,Max,1.4,1/23/2019 10:23:56.5
110,Sample,1.5,1/23/2019 10:23:59.3,1.95179487179487
110,Min,1.5,1/23/2019 10:23:59.3
110,Max,2.4,1/23/2019 10:24:22.0
111,Sample,2.5,1/23/2019 10:24:23.9,2.96863905325444
111,Min,2.5,1/23/2019 10:24:23.9
111,Max,3.4,1/23/2019 10:24:41.9
112,Sample,3.5,1/23/2019 10:24:45.3,3.97808988764045
112,Min,3.5,1/23/2019 10:24:45.3
112,Max,4.4,1/23/2019 10:25:04.4
113,Sample,4.5,1/23/2019 10:25:07.8,4.95918367346939
113,Min,4.5,1/23/2019 10:25:07.8
113,Max,5.4,1/23/2019 10:25:23.8
114,Sample,5.5,1/23/2019 10:25:26.4,5.90127388535032
114,Min,5.5,1/23/2019 10:25:26.4
114,Max,6.4,1/23/2019 10:25:45.2
115,Sample,6.5,1/23/2019 10:25:46.2,6.97388888888889
115,Min,6.5,1/23/2019 10:25:46.2
115,Max,7.4,1/23/2019 10:26:06.5
116,Sample,7.5,1/23/2019 10:26:09.0,7.96744186046512
116,Min,7.5,1/23/2019 10:26:09.0
116,Max,8.4,1/23/2019 10:26:27.8
117,Sample,8.5,1/23/2019 10:26:30.8,8.9396551724138
117,Min,8.5,1/23/2019 10:26:30.8
117,Max,9.4,1/23/2019 10:26:49.9
118,Sample,9.5,1/23/2019 10:26:52.8,9.96516129032258
118,Min,9.5,1/23/2019 10:26:52.8
118,Max,10.4,1/23/2019 10:27:10.1
119,Sample,10.5,1/23/2019 10:27:12.4,10.9340136054422
119,Min,10.5,1/23/2019 10:27:12.4
119,Max,11.4,1/23/2019 10:27:29.5
120,Sample,11.5,1/23/2019 10:27:30.9,11.9409836065574
120,Min,11.5,1/23/2019 10:27:30.9
120,Max,12.4,1/23/2019 10:27:50.9
121,Sample,12.5,1/23/2019 10:27:53.9,12.920625
121,Min,12.5,1/23/2019 10:27:53.9
121,Max,13.4,1/23/2019 10:28:12.5
122,Sample,13.5,1/23/2019 10:28:14.1,13.9602094240838
122,Min,13.5,1/23/2019 10:28:14.1
122,Max,14.4,1/23/2019 10:28:36.0
123,Sample,14.5,1/23/2019 10:28:38.3,14.929696969697
123,Min,14.5,1/23/2019 10:28:38.3
123,Max,15.4,1/23/2019 10:28:57.1
124,Sample,15.5,1/23/2019 10:28:59.3,15.9190476190476
124,Min,15.5,1/23/2019 10:28:59.3
124,Max,16.4,1/23/2019 10:29:17.2
125,Sample,16.5,1/23/2019 10:29:18.0,16.9606060606061
125,Min,16.5,1/23/2019 10:29:18.0
125,Max,17.4,1/23/2019 10:29:37.5
126,Sample,17.5,1/23/2019 10:29:38.9,17.9476821192053
126,Min,17.5,1/23/2019 10:29:38.9
126,Max,18.4,1/23/2019 10:29:56.1
127,Sample,18.5,1/23/2019 10:29:57.9,18.9231884057971
127,Min,18.5,1/23/2019 10:29:57.9
127,Max,19.4,1/23/2019 10:30:14.2
128,Sample,19.5,1/23/2019 10:30:15.3,19.8992481203008
128,Min,19.5,1/23/2019 10:30:15.3
128,Max,20.4,1/23/2019 10:30:30.9
129,Sample,20.5,1/23/2019 10:30:32.1,20.9456790123457
129,Min,20.4,1/23/2019 10:30:32.5
129,Max,21.4,1/23/2019 10:30:50.7
130,Sample,21.5,1/23/2019 10:30:52.6,21.9233128834356
130,Min,21.4,1/23/2019 10:30:53.0
130,Max,22.4,1/23/2019 10:31:10.7
131,Sample,22.5,1/23/2019 10:31:13.2,22.9291338582677
131,Min,22.5,1/23/2019 10:31:13.2
131,Max,23.4,1/23/2019 10:31:27.4
132,Sample,23.5,1/23/2019 10:31:29.3,23.9111111111111
132,Min,23.4,1/23/2019 10:31:29.7
132,Max,24.4,1/23/2019 10:31:50.0
133,Sample,24.5,1/23/2019 10:31:52.1,24.9504132231405
133,Min,24.5,1/23/2019 10:31:52.1
133,Max,25.4,1/23/2019 10:32:05.6
134,Sample,25.5,1/23/2019 10:32:07.5,25.9651933701658
134,Min,25.5,1/23/2019 10:32:07.5
134,Max,26.5,1/23/2019 10:32:29.3
135,Sample,26.6,1/23/2019 10:32:30.4,27.1357142857143
135,Min,26.6,1/23/2019 10:32:30.4
135,Max,27.6,1/23/2019 10:32:49.4
136,Sample,27.7,1/23/2019 10:32:51.7,28.2261111111111
136,Min,27.7,1/23/2019 10:32:51.7
136,Max,28.8,1/23/2019 10:33:13.0
137,Sample,28.9,1/23/2019 10:33:14.4,29.4276995305164
137,Min,28.9,1/23/2019 10:33:14.4
137,Max,30,1/23/2019 10:33:39.1
138,Sample,30.1,1/23/2019 10:33:41.4,30.8516853932584
138,Min,30.1,1/23/2019 10:33:41.4
138,Max,31.3,1/23/2019 10:34:00.4
139,Sample,31.4,1/23/2019 10:34:03.8,32.0019607843137
139,Min,31.4,1/23/2019 10:34:03.8
139,Max,32.6,1/23/2019 10:34:22.2
140,Sample,32.7,1/23/2019 10:34:23.3,33.3299019607843
140,Min,32.7,1/23/2019 10:34:23.3
140,Max,34,1/23/2019 10:34:47.5
141,Sample,34.1,1/23/2019 10:34:49.2,34.8177033492823
141,Min,34.1,1/23/2019 10:34:49.2
141,Max,35.4,1/23/2019 10:35:13.1
142,Sample,35.5,1/23/2019 10:35:15.6,36.2165217391304
142,Min,35.5,1/23/2019 10:35:15.6
142,Max,36.9,1/23/2019 10:35:42.6
143,Sample,37,1/23/2019 10:35:44.5,37.725
143,Min,36.9,1/23/2019 10:35:44.8
143,Max,38.4,1/23/2019 10:36:11.0
144,Sample,38.5,1/23/2019 10:36:13.3,39.2931654676259
144,Min,38.4,1/23/2019 10:36:13.6
144,Max,40,1/23/2019 10:36:46.6
145,Sample,40.1,1/23/2019 10:36:48.5,40.9123076923077
145,Min,40,1/23/2019 10:36:48.7
145,Max,41.7,1/23/2019 10:37:19.6
146,Sample,41.8,1/23/2019 10:37:21.4,42.6244444444445
146,Min,41.8,1/23/2019 10:37:21.4
146,Max,43.4,1/23/2019 10:37:57.2
147,Sample,43.5,1/23/2019 10:38:01.2,44.4418685121107
147,Min,43.5,1/23/2019 10:38:01.2
147,Max,45.2,1/23/2019 10:38:35.4
148,Sample,45.3,1/23/2019 10:38:37.6,46.260606060606
148,Min,45.3,1/23/2019 10:38:37.6
148,Max,47.1,1/23/2019 10:39:13.6
149,Sample,47.2,1/23/2019 10:39:15.3,48.113074204947
149,Min,47.2,1/23/2019 10:39:15.3
149,Max,49,1/23/2019 10:39:49.9
150,Sample,49.1,1/23/2019 10:39:51.1,50.0903614457831
150,Min,49.1,1/23/2019 10:39:51.1
150,Max,51,1/23/2019 10:40:20.9
151,Sample,51.1,1/23/2019 10:40:22.5,51.9942965779468
151,Min,51,1/23/2019 10:40:22.9
151,Max,53.1,1/23/2019 10:40:54.4
152,Sample,53.2,1/23/2019 10:40:55.8,54.2463636363636
152,Min,53.2,1/23/2019 10:40:55.8
152,Max,55.3,1/23/2019 10:41:22.0
153,Sample,55.4,1/23/2019 10:41:23.5,56.5571428571429
153,Min,55.4,1/23/2019 10:41:23.5
153,Max,57.6,1/23/2019 10:41:54.2
154,Sample,57.7,1/23/2019 10:41:54.5,58.7859649122807
154,Min,57.6,1/23/2019 10:41:55.0
154,Max,60,1/23/2019 10:42:29.4
155,Sample,60.1,1/23/2019 10:42:30.5,61.2772908366534
155,Min,60.1,1/23/2019 10:42:30.5
155,Max,62.5,1/23/2019 10:43:01.2
156,Sample,62.6,1/23/2019 10:43:02.2,63.8036809815951
156,Min,62.6,1/23/2019 10:43:02.2
156,Max,65.1,1/23/2019 10:43:41.3
157,Sample,65.2,1/23/2019 10:43:43.5,66.4768545994066
157,Min,65.2,1/23/2019 10:43:43.5
157,Max,67.8,1/23/2019 10:44:23.9
158,Sample,67.9,1/23/2019 10:44:26.2,69.2561904761906
158,Min,67.9,1/23/2019 10:44:26.2
158,Max,70.6,1/23/2019 10:45:05.0
159,Sample,70.7,1/23/2019 10:45:06.1,72.0450402144772
159,Min,70.7,1/23/2019 10:45:06.1
159,Max,73.5,1/23/2019 10:45:52.6
160,Sample,73.6,1/23/2019 10:45:53.3,75.0729870129871
160,Min,73.6,1/23/2019 10:45:53.3
160,Max,76.5,1/23/2019 10:46:39.7
161,Sample,76.6,1/23/2019 10:46:41.9,78.1828784119107
161,Min,76.6,1/23/2019 10:46:41.9
161,Max,79.6,1/23/2019 10:47:31.7
162,Sample,79.7,1/23/2019 10:47:32.9,81.3600478468899
162,Min,79.7,1/23/2019 10:47:32.9
162,Max,82.8,1/23/2019 10:48:24.1
163,Sample,82.9,1/23/2019 10:48:25.6,84.7154589371979
163,Min,82.9,1/23/2019 10:48:25.6
163,Max,86.2,1/23/2019 10:50:06.3
164,Sample,86.3,1/23/2019 10:50:10.3,88.124705882353
164,Min,86.2,1/23/2019 10:50:11.0
164,Max,89.7,1/23/2019 10:53:31.2
165,Sample,89.8,1/23/2019 10:53:34.5,91.5113533151681
165,Min,89.8,1/23/2019 10:53:34.5
165,Max,93.3,1/23/2019 10:58:10.5
166,Sample,93.4,1/23/2019 10:58:12.8,92.0038246268657
166,Max,93.6,1/23/2019 10:58:24.8
166,Min,89.7,1/23/2019 11:00:24.9
167,Sample,89.6,1/23/2019 11:00:28.6,87.8947826086957
167,Max,89.6,1/23/2019 11:00:28.6
167,Min,86.1,1/23/2019 11:01:55.0
168,Sample,86,1/23/2019 11:01:55.8,84.3497592295345
168,Max,86,1/23/2019 11:01:55.8
168,Min,82.6,1/23/2019 11:03:14.1
169,Sample,82.5,1/23/2019 11:03:14.7,80.8125000000001
169,Max,82.5,1/23/2019 11:03:14.7
169,Min,79.3,1/23/2019 11:04:32.1
170,Sample,79.2,1/23/2019 11:04:32.6,77.6520408163264
170,Max,79.2,1/23/2019 11:04:32.6
170,Min,76.1,1/23/2019 11:05:46.7
171,Sample,76,1/23/2019 11:05:46.9,74.4333973128599
171,Max,76,1/23/2019 11:05:46.9
171,Min,73,1/23/2019 11:06:51.8
172,Sample,72.9,1/23/2019 11:06:52.8,71.1926829268293
172,Max,72.9,1/23/2019 11:06:52.8
172,Min,70,1/23/2019 11:07:54.6
173,Sample,69.9,1/23/2019 11:07:54.9,68.3888178913737
173,Max,69.9,1/23/2019 11:07:54.9
173,Min,67.2,1/23/2019 11:08:34.2
174,Sample,67,1/23/2019 11:08:34.4,66.1530864197531
174,Max,67.5,1/23/2019 11:08:41.2
174,Min,64.4,1/23/2019 11:09:35.5
175,Sample,64.3,1/23/2019 11:09:35.9,63.1605870020965
175,Max,64.4,1/23/2019 11:09:41.8
