"Test Method,""3Point_Bending.msm"""
"Sample I. D.,""Sample34.mss"""
"Specimen Number,""2"""

"Time (s),""Load (N)"",""Extension (mm)"",""_COM1 (C)"",""FlexureStress (MPa)"",""FlexureStrain (mm/mm)"""
"108.000,-3311.761,-0.714,104.600,-248.382,****"
"120.800,-3378.550,-0.721,104.500,-253.391,****"
"133.600,-3333.210,-0.718,104.600,-249.991,****"
"146.400,-3333.014,-0.718,104.600,-249.976,****"
"159.200,-3332.689,-0.717,104.700,-249.952,****"
"172.000,-3333.202,-0.717,104.700,-249.990,****"
"184.800,-3332.773,-0.716,104.600,-249.958,****"
"197.600,-3333.027,-0.716,104.600,-249.977,****"
"210.400,-3332.998,-0.716,104.100,-249.975,****"
"223.200,-3332.840,-0.716,103.600,-249.963,****"
"236.000,-3333.412,-0.715,103.300,-250.006,****"
"248.800,-3333.126,-0.715,102.800,-249.984,****"
"261.600,-3333.359,-0.715,102.400,-250.002,****"
"274.400,-3333.673,-0.715,101.900,-250.026,****"
"287.200,-3333.053,-0.715,101.500,-249.979,****"
"300.000,-3332.199,-0.715,101.200,-249.915,****"
"312.800,-3333.089,-0.716,100.600,-249.982,****"
"325.600,-3332.503,-0.716,100.300,-249.938,****"
"338.400,-3333.130,-0.716,99.800,-249.985,****"
"351.200,-3333.178,-0.716,99.400,-249.988,****"
"364.000,-3333.229,-0.717,99.000,-249.992,****"
"376.800,-3332.981,-0.717,98.600,-249.974,****"
"389.600,-3332.493,-0.718,98.100,-249.937,****"
"402.400,-3333.090,-0.718,97.600,-249.982,****"
"415.200,-3331.961,-0.718,97.300,-249.897,****"
"428.000,-3332.623,-0.719,96.800,-249.947,****"
"440.800,-3333.018,-0.720,96.400,-249.976,****"
"453.600,-3333.458,-0.720,95.900,-250.009,****"
"466.400,-3332.827,-0.721,95.600,-249.962,****"
"479.200,-3333.312,-0.722,95.100,-249.998,****"
"492.000,-3332.974,-0.722,94.700,-249.973,****"
"504.800,-3332.867,-0.723,94.200,-249.965,****"
"517.600,-3333.418,-0.724,93.900,-250.006,****"
"530.400,-3332.663,-0.725,93.400,-249.950,****"
"543.200,-3332.350,-0.726,92.900,-249.926,****"
"556.000,-3333.227,-0.727,92.500,-249.992,****"
"568.800,-3333.098,-0.728,92.100,-249.982,****"
"581.600,-3332.935,-0.729,91.600,-249.970,****"
"594.400,-3333.252,-0.730,91.400,-249.994,****"
"607.200,-3333.374,-0.731,90.700,-250.003,****"
"620.000,-3333.158,-0.732,90.400,-249.987,****"
"632.800,-3332.908,-0.733,90.000,-249.968,****"
"645.600,-3332.893,-0.734,89.500,-249.967,****"
"658.400,-3332.801,-0.736,89.300,-249.960,****"
"671.200,-3333.020,-0.737,88.700,-249.977,****"
"684.000,-3333.510,-0.738,88.300,-250.013,****"
"696.800,-3333.148,-0.739,87.900,-249.986,****"
"709.600,-3332.944,-0.741,87.500,-249.971,****"
"722.400,-3331.830,-0.742,87.000,-249.887,****"
"735.200,-3332.864,-0.744,86.500,-249.965,****"
"748.000,-3332.485,-0.745,86.300,-249.936,****"
"760.800,-3332.911,-0.747,85.800,-249.968,****"
"773.600,-3332.300,-0.748,85.100,-249.923,****"
"786.400,-3332.843,-0.750,85.000,-249.963,****"
"799.200,-3332.736,-0.751,84.200,-249.955,****"
"812.000,-3333.693,-0.753,84.000,-250.027,****"
"824.800,-3332.544,-0.755,83.600,-249.941,****"
"837.600,-3333.157,-0.756,82.800,-249.987,****"
"850.400,-3332.794,-0.758,82.800,-249.960,****"
"863.200,-3333.064,-0.759,82.100,-249.980,****"
"876.000,-3331.909,-0.761,82.000,-249.893,****"
"888.800,-3333.194,-0.763,81.200,-249.990,****"
"901.600,-3332.618,-0.764,81.100,-249.946,****"
"914.400,-3332.989,-0.766,80.520,-249.974,****"
"927.200,-3332.659,-0.768,80.000,-249.949,****"
"940.000,-3333.398,-0.770,79.600,-250.005,****"
"952.800,-3333.042,-0.772,79.400,-249.978,****"
"965.600,-3332.500,-0.774,78.700,-249.938,****"
"978.400,-3331.408,-0.776,78.600,-249.856,****"
"991.200,-3332.564,-0.778,78.000,-249.942,****"
"1004.000,-3333.132,-0.780,77.500,-249.985,****"
"1016.800,-3333.071,-0.781,77.300,-249.980,****"
"1029.600,-3332.023,-0.783,76.500,-249.902,****"
"1042.400,-3333.199,-0.785,76.400,-249.990,****"
"1055.200,-3332.306,-0.787,75.500,-249.923,****"
"1068.000,-3332.838,-0.790,75.400,-249.963,****"
"1080.800,-3333.032,-0.792,75.300,-249.977,****"
"1093.600,-3333.289,-0.793,74.700,-249.997,****"
"1106.400,-3332.599,-0.796,74.300,-249.945,****"
"1119.200,-3333.233,-0.798,73.800,-249.993,****"
"1132.000,-3332.961,-0.800,72.800,-249.972,****"
"1144.800,-3334.065,-0.803,72.900,-250.055,****"
"1157.600,-3332.330,-0.805,69.200,-249.925,****"
"1170.400,-3332.864,-0.807,65.600,-249.965,****"
"1183.200,-3332.981,-0.809,63.900,-249.974,****"
"1196.000,-3332.976,-0.810,69.000,-249.973,****"
"1208.800,-3332.628,-0.811,72.200,-249.947,****"
"1221.600,-3332.667,-0.813,73.300,-249.950,****"
"1234.400,-3333.338,-0.814,73.300,-250.000,****"
"1247.200,-3332.842,-0.816,73.800,-249.963,****"
"1260.000,-3333.296,-0.818,73.600,-249.997,****"
"1272.800,-3332.820,-0.819,73.500,-249.962,****"
"1285.600,-3332.995,-0.821,73.400,-249.975,****"
"1298.400,-3332.344,-0.822,73.500,-249.926,****"
"1311.200,-3332.058,-0.824,73.700,-249.904,****"
"1324.000,-3331.650,-0.826,73.700,-249.874,****"
"1336.800,-3333.188,-0.828,73.100,-249.989,****"
"1349.600,-3333.274,-0.829,73.600,-249.996,****"
"1362.400,-3333.803,-0.830,73.500,-250.035,****"
"1375.200,-3332.671,-0.832,73.500,-249.950,****"
"1388.000,-3333.371,-0.833,73.500,-250.003,****"
"1400.800,-3332.841,-0.835,73.400,-249.963,****"
"1413.600,-3333.220,-0.836,73.600,-249.991,****"
"1426.400,-3332.923,-0.837,73.400,-249.969,****"
"1439.200,-3332.956,-0.839,73.300,-249.972,****"
"1452.000,-3332.943,-0.840,73.400,-249.971,****"
"1464.800,-3332.925,-0.842,73.000,-249.969,****"
"1477.600,-3333.408,-0.843,72.200,-250.006,****"
"1490.400,-3332.375,-0.844,72.300,-249.928,****"
"1503.200,-3333.022,-0.846,71.600,-249.977,****"
"1516.000,-3332.567,-0.848,71.500,-249.943,****"
"1528.800,-3332.723,-0.849,71.100,-249.954,****"
"1541.600,-3332.173,-0.851,69.800,-249.913,****"
"1554.400,-3332.782,-0.853,69.900,-249.959,****"
"1567.200,-3333.367,-0.855,69.600,-250.003,****"
"1580.000,-3332.972,-0.856,69.400,-249.973,****"
"1592.800,-3332.923,-0.858,68.700,-249.969,****"
"1605.600,-3333.204,-0.860,68.700,-249.990,****"
"1618.400,-3332.710,-0.862,67.700,-249.953,****"
"1631.200,-3332.320,-0.864,67.800,-249.924,****"
"1644.000,-3332.479,-0.866,67.100,-249.936,****"
"1656.800,-3333.332,-0.868,66.800,-250.000,****"
"1669.600,-3333.181,-0.870,66.400,-249.989,****"
"1682.400,-3333.528,-0.872,66.100,-250.015,****"
"1695.200,-3332.924,-0.874,65.300,-249.969,****"
"1708.000,-3332.553,-0.876,65.100,-249.942,****"
"1720.800,-3332.298,-0.878,64.000,-249.922,****"
"1733.600,-3333.307,-0.880,64.300,-249.998,****"
"1746.400,-3333.269,-0.882,63.600,-249.995,****"
"1759.200,-3332.922,-0.884,63.200,-249.969,****"
"1772.000,-3332.887,-0.887,62.500,-249.967,****"
"1784.800,-3333.265,-0.889,62.400,-249.995,****"
"1797.600,-3333.279,-0.891,62.100,-249.996,****"
"1810.400,-3332.691,-0.893,61.400,-249.952,****"
"1823.200,-3332.710,-0.896,61.100,-249.953,****"
"1836.000,-3332.071,-0.898,60.400,-249.905,****"
"1848.800,-3332.749,-0.901,59.600,-249.956,****"
"1861.600,-3332.780,-0.903,59.700,-249.959,****"
"1874.400,-3332.644,-0.905,59.500,-249.948,****"
"1887.200,-3333.120,-0.908,59.200,-249.984,****"
"1900.000,-3333.351,-0.910,58.700,-250.001,****"
"1912.800,-3332.865,-0.912,57.800,-249.965,****"
"1925.600,-3333.213,-0.915,58.000,-249.991,****"
"1938.400,-3332.944,-0.918,56.700,-249.971,****"
"1951.200,-3333.102,-0.920,57.000,-249.983,****"
"1964.000,-3333.594,-0.923,56.500,-250.020,****"
"1976.800,-3332.798,-0.925,56.300,-249.960,****"
"1989.600,-3332.510,-0.927,55.900,-249.938,****"
"2002.400,-3332.330,-0.930,54.500,-249.925,****"
"2015.200,-3333.209,-0.933,54.800,-249.991,****"
"2028.000,-3333.525,-0.936,54.400,-250.014,****"
"2040.800,-3333.300,-0.938,54.100,-249.998,****"
"2053.600,-3332.479,-0.940,53.800,-249.936,****"
"2066.400,-3332.972,-0.944,52.500,-249.973,****"
"2079.200,-3333.305,-0.946,52.800,-249.998,****"
"2092.000,-3333.308,-0.949,51.600,-249.998,****"
"2104.800,-3333.129,-0.952,51.700,-249.985,****"
"2117.600,-3332.515,-0.955,51.400,-249.939,****"
"2130.400,-3333.287,-0.957,51.000,-249.997,****"
"2143.200,-3332.505,-0.960,49.800,-249.938,****"
"2156.000,-3333.052,-0.963,49.800,-249.979,****"
"2168.800,-3333.519,-0.966,50.100,-250.014,****"
"2181.600,-3332.690,-0.969,49.200,-249.952,****"
"2194.400,-3332.371,-0.972,49.000,-249.928,****"
"2207.200,-3333.267,-0.975,48.100,-249.995,****"
"2220.000,-3332.362,-0.977,48.300,-249.927,****"
"2232.800,-3332.518,-0.980,47.200,-249.939,****"
"2245.600,-3332.100,-0.983,47.400,-249.908,****"
"2258.400,-3333.091,-0.987,46.000,-249.982,****"
"2271.200,-3332.699,-0.989,46.600,-249.952,****"
"2284.000,-3332.649,-0.992,45.700,-249.949,****"
"2296.800,-3332.826,-0.996,44.700,-249.962,****"
"2309.600,-3333.024,-0.999,45.200,-249.977,****"
"2322.400,-3333.109,-1.002,43.800,-249.983,****"
"2335.200,-3332.816,-1.005,44.100,-249.961,****"
"2348.000,-3331.259,-1.008,43.700,-249.844,****"
"2360.800,-3332.948,-1.011,42.600,-249.971,****"
"2373.600,-3332.907,-1.014,42.900,-249.968,****"
"2386.400,-3332.901,-1.018,42.200,-249.968,****"
"2399.200,-3332.690,-1.022,42.000,-249.952,****"
"2412.000,-3332.860,-1.025,41.600,-249.965,****"
"2424.800,-3332.965,-1.028,41.500,-249.972,****"
"2437.600,-3333.024,-1.031,41.000,-249.977,****"
"2450.400,-3332.370,-1.035,39.500,-249.928,****"
"2463.200,-3332.911,-1.038,39.800,-249.968,****"
"2476.000,-3332.322,-1.042,39.700,-249.924,****"
"2488.800,-3331.795,-1.045,39.100,-249.885,****"
"2501.600,-3332.540,-1.049,38.100,-249.940,****"
"2514.400,-3332.683,-1.052,38.400,-249.951,****"
"2527.200,-3332.671,-1.056,37.000,-249.950,****"
"2540.000,-3332.650,-1.060,37.700,-249.949,****"
"2552.800,-3332.240,-1.063,37.000,-249.918,****"
"2565.600,-3333.020,-1.067,36.700,-249.977,****"
"2578.400,-3332.726,-1.070,35.800,-249.954,****"
"2591.200,-3332.781,-1.074,35.600,-249.959,****"
"2604.000,-3331.975,-1.078,35.400,-249.898,****"
"2616.800,-3332.839,-1.083,34.200,-249.963,****"
"2629.600,-3333.342,-1.086,34.600,-250.001,****"
"2642.400,-3332.986,-1.090,33.900,-249.974,****"
"2655.200,-3332.666,-1.094,33.100,-249.950,****"
"2668.000,-3332.803,-1.098,32.700,-249.960,****"
"2680.800,-3332.656,-1.103,32.600,-249.949,****"
"2693.600,-3332.532,-1.107,31.700,-249.940,****"
"2706.400,-3332.549,-1.111,32.100,-249.941,****"
"2719.200,-3332.797,-1.115,31.400,-249.960,****"
"2732.000,-3332.648,-1.120,30.800,-249.949,****"
"2744.800,-3331.820,-1.125,30.700,-249.886,****"
"2757.600,-3332.703,-1.130,29.900,-249.953,****"
"2770.400,-3332.691,-1.134,30.000,-249.952,****"
"2783.200,-3332.059,-1.139,29.500,-249.904,****"
"2796.000,-3332.518,-1.144,28.200,-249.939,****"
"2808.800,-3332.745,-1.150,28.500,-249.956,****"
"2821.600,-3332.510,-1.157,27.900,-249.938,****"
"2834.400,-3332.469,-1.161,27.600,-249.935,****"
"2847.200,-3332.671,-1.167,26.600,-249.950,****"
"2860.000,-3331.774,-1.172,26.900,-249.883,****"
"2872.800,-3332.709,-1.179,25.500,-249.953,****"
"2885.600,-3332.252,-1.184,25.900,-249.919,****"
"2898.400,-3332.194,-1.191,25.000,-249.915,****"
"2911.200,-3332.227,-1.198,25.000,-249.917,****"
"2924.000,-3332.013,-1.206,23.800,-249.901,****"
"2936.800,-3332.503,-1.214,24.000,-249.938,****"
"2949.600,-3332.234,-1.221,24.100,-249.918,****"
"2962.400,-3332.493,-1.229,23.300,-249.937,****"
"2975.200,-3331.392,-1.238,22.900,-249.854,****"
"2988.000,-3332.308,-1.248,22.100,-249.923,****"
"3000.800,-3332.423,-1.256,22.400,-249.932,****"
"3013.600,-3331.964,-1.263,21.800,-249.897,****"
"3026.400,-3332.271,-1.277,20.400,-249.920,****"
"3039.200,-3332.646,-1.287,20.800,-249.948,****"
"3052.000,-3332.084,-1.299,20.500,-249.906,****"
"3064.800,-3332.564,-1.308,19.800,-249.942,****"
"3077.600,-3331.597,-1.320,19.300,-249.870,****"
"3090.400,-3332.188,-1.330,19.300,-249.914,****"
"3103.200,-3332.250,-1.344,18.800,-249.919,****"
"3116.000,-3331.800,-1.361,17.700,-249.885,****"
"3128.800,-3331.770,-1.377,17.900,-249.883,****"
"3141.600,-3332.280,-1.392,17.600,-249.921,****"
"3154.400,-3331.607,-1.410,16.200,-249.871,****"
"3167.200,-3331.995,-1.427,16.000,-249.900,****"
"3180.000,-3331.264,-1.444,16.100,-249.845,****"
"3192.800,-3332.387,-1.463,15.500,-249.929,****"
"3205.600,-3330.956,-1.483,14.400,-249.822,****"
"3218.400,-3331.810,-1.503,14.700,-249.886,****"
"3231.200,-3330.156,-1.526,13.700,-249.762,****"
"3244.000,-3331.310,-1.548,13.700,-249.848,****"
"3256.800,-3331.859,-1.566,13.900,-249.889,****"
"3269.600,-3331.554,-1.587,13.100,-249.867,****"
"3282.400,-3331.393,-1.611,12.300,-249.854,****"
"3295.200,-3331.918,-1.632,12.000,-249.894,****"
"3308.000,-3331.193,-1.654,12.200,-249.839,****"
"3320.800,-3331.781,-1.674,11.000,-249.884,****"
"3333.600,-3330.728,-1.698,11.200,-249.805,****"
"3346.400,-3331.192,-1.720,10.100,-249.839,****"
"3359.200,-3331.694,-1.740,10.400,-249.877,****"
"3372.000,-3330.291,-1.763,10.100,-249.772,****"
"3384.800,-3330.806,-1.788,9.100,-249.810,****"
"3397.600,-3331.613,-1.811,8.600,-249.871,****"
"3410.400,-3331.424,-1.833,8.600,-249.857,****"
"3423.200,-3331.447,-1.854,7.900,-249.859,****"
"3436.000,-3330.571,-1.876,7.000,-249.793,****"
"3448.800,-3331.501,-1.900,6.500,-249.863,****"
"3461.600,-3331.134,-1.920,7.000,-249.835,****"
"3474.400,-3331.460,-1.943,5.600,-249.859,****"
"3487.200,-3331.834,-1.965,5.900,-249.888,****"
"3500.000,-3331.340,-1.983,5.700,-249.851,****"
"3512.800,-3331.038,-2.006,4.800,-249.828,****"
"3525.600,-3330.747,-2.030,4.900,-249.806,****"
"3538.400,-3331.194,-2.052,4.200,-249.840,****"
"3551.200,-3331.166,-2.079,3.000,-249.837,****"
"3564.000,-3331.370,-2.105,3.400,-249.853,****"
"3576.800,-3331.528,-2.127,3.200,-249.865,****"
"3589.600,-3331.268,-2.157,2.700,-249.845,****"
"3602.400,-3330.014,-2.186,1.400,-249.751,****"
"3615.200,-3330.811,-2.217,1.700,-249.811,****"
"3628.000,-3330.622,-2.244,0.400,-249.797,****"
"3640.800,-3331.148,-2.273,0.600,-249.836,****"
"3653.600,-3331.339,-2.300,0.500,-249.850,****"
"3666.400,-3330.921,-2.327,-0.500,-249.819,****"
"3679.200,-3330.076,-2.362,-0.400,-249.756,****"
"3692.000,-3330.586,-2.394,-0.900,-249.794,****"
"3704.800,-3329.729,-2.422,-1.800,-249.730,****"
"3717.600,-3330.353,-2.454,-2.200,-249.776,****"
"3730.400,-3330.684,-2.485,-1.900,-249.801,****"
"3743.200,-3330.570,-2.518,-2.800,-249.793,****"
"3756.000,-3329.940,-2.551,-2.800,-249.745,****"
"3768.800,-3330.830,-2.586,-3.700,-249.812,****"
"3781.600,-3330.246,-2.614,-4.100,-249.768,****"
"3794.400,-3331.051,-2.646,0.000,-249.829,****"
"3807.200,-3330.994,-2.676,-4.500,-249.825,****"
"3820.000,-3330.233,-2.705,-5.000,-249.767,****"
"3832.800,-3330.143,-2.737,-6.200,-249.761,****"
"3845.600,-3330.986,-2.770,-6.300,-249.824,****"
"3858.400,-3331.062,-2.799,-6.200,-249.830,****"
"3871.200,-3330.451,-2.830,-7.400,-249.784,****"
"3884.000,-3330.395,-2.861,-7.100,-249.780,****"
"3896.800,-3330.416,-2.891,-7.500,-249.781,****"
"3909.600,-3329.749,-2.928,-8.500,-249.731,****"
"3922.400,-3330.405,-2.962,-8.900,-249.780,****"
"3935.200,-3329.635,-2.998,-9.800,-249.723,****"
"3948.000,-3329.990,-3.041,-9.800,-249.749,****"
"3960.800,-3330.461,-3.079,-9.700,-249.785,****"
"3973.600,-3330.543,-3.115,-11.000,-249.791,****"
"3986.400,-3329.810,-3.154,-10.500,-249.736,****"
"3999.200,-3330.448,-3.189,-11.100,-249.784,****"
"4012.000,-3330.041,-3.228,-11.700,-249.753,****"
"4024.800,-3330.556,-3.261,-11.700,-249.792,****"
"4037.600,-3331.132,-3.293,-12.000,-249.835,****"
"4050.400,-3329.351,-3.329,-12.700,-249.701,****"
"4063.200,-3328.992,-3.369,-13.400,-249.674,****"
"4076.000,-3330.759,-3.403,-13.300,-249.807,****"
"4088.800,-3329.205,-3.447,-14.300,-249.690,****"
"4101.600,-3330.794,-3.483,-14.700,-249.810,****"
"4114.400,-3329.793,-3.513,-15.100,-249.734,****"
"4127.200,-3330.578,-3.547,-16.000,-249.793,****"
"4140.000,-3331.071,-3.577,-15.600,-249.830,****"
"4152.800,-3330.773,-3.610,-16.700,-249.808,****"
"4165.600,-3329.673,-3.644,-16.400,-249.725,****"
"4178.400,-3331.115,-3.675,-16.930,-249.834,****"
"4191.200,-3329.280,-3.715,-17.900,-249.696,****"
"4204.000,-3331.109,-3.746,-18.300,-249.833,****"
"4216.800,-3330.144,-3.779,-19.100,-249.761,****"
"4229.600,-3331.692,-3.813,-19.300,-249.877,****"
"4242.400,-3330.976,-3.841,-18.900,-249.823,****"
"4255.200,-3330.246,-3.873,-20.400,-249.768,****"
"4268.000,-3330.942,-3.902,-19.800,-249.821,****"
"4280.800,-3330.489,-3.929,-21.000,-249.787,****"
"4293.600,-3330.819,-3.957,-20.700,-249.811,****"
"4306.400,-3331.242,-3.984,-21.800,-249.843,****"
"4319.200,-3330.856,-4.007,-21.700,-249.814,****"
"4332.000,-3330.762,-4.030,-21.900,-249.807,****"
"4344.800,-3330.456,-4.054,-22.800,-249.784,****"
"4357.600,-3331.637,-4.078,-23.100,-249.873,****"
"4370.400,-3330.722,-4.100,-23.300,-249.804,****"
"4383.200,-3331.384,-4.127,-24.100,-249.854,****"
"4396.000,-3331.141,-4.152,-24.800,-249.836,****"
"4408.800,-3330.957,-4.180,-24.600,-249.822,****"
"4421.600,-3331.757,-4.202,-24.900,-249.882,****"
"4434.400,-3331.784,-4.223,-25.400,-249.884,****"
"4447.200,-3331.644,-4.244,-26.000,-249.873,****"
"4460.000,-3331.959,-4.260,-26.300,-249.897,****"
"4472.800,-3330.796,-4.281,-27.100,-249.810,****"
"4485.600,-3331.079,-4.302,-28.100,-249.831,****"
"4498.400,-3331.537,-4.321,-27.600,-249.865,****"
"4511.200,-3331.340,-4.340,-28.400,-249.850,****"
"4524.000,-3331.760,-4.361,-28.500,-249.882,****"
"4536.800,-3330.608,-4.378,-28.700,-249.796,****"
"4549.600,-3331.891,-4.402,-29.900,-249.892,****"
"4562.400,-3331.734,-4.420,-29.900,-249.880,****"
"4575.200,-3331.685,-4.437,-30.700,-249.876,****"
"4588.000,-3332.010,-4.454,-30.700,-249.901,****"
"4600.800,-3331.451,-4.470,-31.100,-249.859,****"
"4613.600,-3332.094,-4.487,-31.500,-249.907,****"
"4626.400,-3331.195,-4.504,-32.300,-249.840,****"
"4639.200,-3331.644,-4.519,-32.300,-249.873,****"
"4652.000,-3330.914,-4.542,-32.900,-249.819,****"
"4664.800,-3330.954,-4.565,-33.500,-249.822,****"
"4677.600,-3331.682,-4.586,-33.700,-249.876,****"
"4690.400,-3331.759,-4.604,-34.300,-249.882,****"
"4703.200,-3332.071,-4.620,-34.300,-249.905,****"
"4716.000,-3332.435,-4.635,-35.000,-249.933,****"
"4728.800,-3331.860,-4.649,-35.300,-249.890,****"
"4741.600,-3332.138,-4.665,-36.000,-249.910,****"
"4754.400,-3331.712,-4.681,-36.000,-249.878,****"
"4767.200,-3331.589,-4.696,-36.400,-249.869,****"
"4780.000,-3331.810,-4.710,-37.000,-249.886,****"
"4792.800,-3331.602,-4.725,-37.300,-249.870,****"
"4805.600,-3331.903,-4.743,-37.900,-249.893,****"
"4818.400,-3332.388,-4.757,-38.100,-249.929,****"
"4831.200,-3331.822,-4.771,-38.600,-249.887,****"
"4844.000,-3332.193,-4.785,-39.100,-249.914,****"
"4856.800,-3332.062,-4.799,-39.500,-249.905,****"
"4869.600,-3332.053,-4.812,-39.800,-249.904,****"
"4882.400,-3332.035,-4.825,-39.800,-249.903,****"
"4895.200,-3331.497,-4.837,-39.900,-249.862,****"
"4908.000,-3332.117,-4.849,-40.000,-249.909,****"
"4920.800,-3332.298,-4.861,-40.400,-249.922,****"
"4933.600,-3332.092,-4.873,-39.600,-249.907,****"
"4946.400,-3332.101,-4.883,-39.700,-249.908,****"
"4959.200,-3331.835,-4.894,-39.600,-249.888,****"
"4972.000,-3332.466,-4.904,-40.000,-249.935,****"
"4984.800,-3332.111,-4.915,-39.800,-249.908,****"
"4997.600,-3332.364,-4.925,-40.000,-249.927,****"
"5010.400,-3332.534,-4.936,-39.600,-249.940,****"
"5023.200,-3332.488,-4.946,-39.900,-249.937,****"
"5036.000,-3331.917,-4.956,-40.100,-249.894,****"
"5048.800,-3332.345,-4.965,-40.200,-249.926,****"
"5061.600,-3331.479,-4.973,-39.900,-249.861,****"
"5074.400,-3332.599,-4.982,-40.000,-249.945,****"
"5087.200,-3332.424,-4.990,-39.600,-249.932,****"
"5100.000,-3332.150,-4.999,-39.900,-249.911,****"
"5112.800,-3332.542,-5.007,-40.100,-249.941,****"
"5125.600,-3332.348,-5.015,-40.300,-249.926,****"
"5138.400,-3332.161,-5.023,-40.400,-249.912,****"
"5151.200,-3331.994,-5.031,-39.700,-249.900,****"
"5164.000,-3332.582,-5.038,-40.200,-249.944,****"
"5176.800,-3331.972,-5.045,-39.800,-249.898,****"
"5189.600,-3332.419,-5.053,-39.700,-249.931,****"
"5202.400,-3332.414,-5.061,-40.000,-249.931,****"
"5215.200,-3332.573,-5.068,-40.200,-249.943,****"
"5228.000,-3331.245,-5.074,-39.900,-249.843,****"
"5240.800,-3332.748,-5.081,-40.200,-249.956,****"
"5253.600,-3333.091,-5.087,-39.700,-249.982,****"
"5266.400,-3332.767,-5.093,-39.800,-249.958,****"
"5279.200,-3332.562,-5.100,-39.800,-249.942,****"
"5292.000,-3332.581,-5.105,-39.700,-249.944,****"
"5304.800,-3332.048,-5.112,-40.000,-249.904,****"
"5317.600,-3332.454,-5.117,-40.200,-249.934,****"
"5330.400,-3332.482,-5.123,-40.300,-249.936,****"
"5343.200,-3332.647,-5.129,-40.400,-249.949,****"
"5356.000,-3332.871,-5.134,-39.700,-249.965,****"
"5368.800,-3332.890,-5.140,-40.300,-249.967,****"
"5381.600,-3332.825,-5.145,-39.700,-249.962,****"
"5394.400,-3332.256,-5.150,-39.900,-249.919,****"
"5407.200,-3332.513,-5.156,-40.600,-249.938,****"
"5420.000,-3333.111,-5.161,-40.100,-249.983,****"
"5432.800,-3332.639,-5.166,-40.100,-249.948,****"
"5445.600,-3332.776,-5.171,-40.000,-249.958,****"
"5458.400,-3332.618,-5.176,-39.700,-249.946,****"
"5471.200,-3332.879,-5.180,-39.800,-249.966,****"
"5484.000,-3332.668,-5.186,-39.900,-249.950,****"
"5496.800,-3333.020,-5.190,-39.900,-249.977,****"
"5509.600,-3332.865,-5.195,-40.400,-249.965,****"
"5522.400,-3332.885,-5.199,-39.800,-249.966,****"
"5535.200,-3332.746,-5.203,-40.300,-249.956,****"
"5548.000,-3332.791,-5.208,-39.800,-249.959,****"
"5560.800,-3332.638,-5.212,-39.800,-249.948,****"
"5573.600,-3332.910,-5.216,-40.000,-249.968,****"
"5586.400,-3333.432,-5.220,-40.100,-250.007,****"
"5599.200,-3332.880,-5.224,-40.100,-249.966,****"
"5612.000,-3333.047,-5.228,-39.900,-249.979,****"
"5624.800,-3333.014,-5.232,-40.000,-249.976,****"
"5637.600,-3332.627,-5.236,-40.000,-249.947,****"
"5650.400,-3333.085,-5.239,-40.000,-249.981,****"
"5663.200,-3332.742,-5.243,-39.900,-249.956,****"
"5676.000,-3332.966,-5.247,-40.100,-249.972,****"
"5688.800,-3332.785,-5.251,-39.800,-249.959,****"
"5701.600,-3332.677,-5.254,-40.100,-249.951,****"
"5714.400,-3332.668,-5.258,-39.800,-249.950,****"
"5727.200,-3332.603,-5.261,-40.000,-249.945,****"
"5740.000,-3332.964,-5.265,-40.100,-249.972,****"
"5752.800,-3332.636,-5.268,-39.800,-249.948,****"
"5765.600,-3332.914,-5.271,-40.000,-249.969,****"
"5778.400,-3332.527,-5.274,-39.400,-249.939,****"
"5791.200,-3333.320,-5.277,-39.000,-249.999,****"
"5804.000,-3333.220,-5.279,-38.500,-249.992,****"
"5816.800,-3332.977,-5.281,-38.100,-249.973,****"
"5829.600,-3333.099,-5.283,-37.800,-249.982,****"
"5842.400,-3333.055,-5.285,-37.300,-249.979,****"
"5855.200,-3332.645,-5.286,-36.900,-249.948,****"
"5868.000,-3332.634,-5.288,-36.500,-249.948,****"
"5880.800,-3332.916,-5.289,-35.900,-249.969,****"
"5893.600,-3332.924,-5.290,-35.700,-249.969,****"
"5906.400,-3332.634,-5.291,-35.100,-249.948,****"
"5919.200,-3333.246,-5.291,-34.900,-249.993,****"
"5932.000,-3332.722,-5.292,-34.400,-249.954,****"
"5944.800,-3331.978,-5.292,-33.800,-249.898,****"
"5957.600,-3333.135,-5.293,-33.600,-249.985,****"
"5970.400,-3332.667,-5.293,-32.900,-249.950,****"
"5983.200,-3333.221,-5.293,-32.700,-249.992,****"
"5996.000,-3332.721,-5.292,-32.100,-249.954,****"
"6008.800,-3333.055,-5.293,-31.800,-249.979,****"
"6021.600,-3333.038,-5.292,-31.200,-249.978,****"
"6034.400,-3333.609,-5.292,-30.900,-250.021,****"
"6047.200,-3332.760,-5.291,-30.440,-249.957,****"
"6060.000,-3332.908,-5.291,-30.200,-249.968,****"
"6072.800,-3333.500,-5.290,-29.700,-250.013,****"
"6085.600,-3332.883,-5.290,-29.200,-249.966,****"
"6098.400,-3333.120,-5.289,-28.800,-249.984,****"
"6111.200,-3333.818,-5.288,-28.400,-250.036,****"
"6124.000,-3332.867,-5.288,-28.000,-249.965,****"
"6136.800,-3332.422,-5.286,-27.400,-249.932,****"
"6149.600,-3333.702,-5.286,-27.100,-250.028,****"
"6162.400,-3332.490,-5.285,-26.700,-249.937,****"
