FLUKE 287,  V1.16,  38020004

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
1/23/2019 2:19:14 PM,1/23/2019 5:36:35 PM,3:17:22,5:00:00,760,1,760,
Max Time,Max,,Average,,Min,,Min Time,Scaling,
1/23/2019 2:22:54 PM,102.1,°C,37.5949766080621,°C,-35.5,°C,1/23/2019 3:52:40 PM,(none)

Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
1,100.6,°C,1/23/2019 14:19:13.8,0:06:06.6,1/23/2019 14:22:53.9,102.1,°C,100.479284239504,°C,1/23/2019 14:25:11.5,96.6,°C,Stable,1/23/2019 14:25:20.5
2,96.5,°C,1/23/2019 14:25:20.5,0:02:09.9,1/23/2019 14:25:25.0,96.8,°C,94.7714285714284,°C,1/23/2019 14:27:24.7,92.7,°C,Stable,1/23/2019 14:27:30.3
3,92.5,°C,1/23/2019 14:27:30.3,0:01:55.7,1/23/2019 14:27:34.5,93,°C,91.150982532751,°C,1/23/2019 14:29:25.6,88.9,°C,Stable,1/23/2019 14:29:26.0
4,88.7,°C,1/23/2019 14:29:26.0,0:02:00.1,1/23/2019 14:29:30.8,89.5,°C,87.6763157894737,°C,1/23/2019 14:31:17.4,85.2,°C,Stable,1/23/2019 14:31:26.1
5,85.1,°C,1/23/2019 14:31:26.1,0:01:44.7,1/23/2019 14:31:31.3,86.2,°C,84.0702898550723,°C,1/23/2019 14:33:10.4,81.7,°C,Stable,1/23/2019 14:33:10.8
6,81.4,°C,1/23/2019 14:33:10.8,0:01:53.8,1/23/2019 14:33:47.1,83.2,°C,81.3789766407118,°C,1/23/2019 14:35:04.0,78.3,°C,Stable,1/23/2019 14:35:04.5
7,78,°C,1/23/2019 14:35:04.5,0:02:10.8,1/23/2019 14:35:52.8,79.2,°C,77.9542912246865,°C,1/23/2019 14:37:15.0,75.3,°C,Stable,1/23/2019 14:37:15.3
8,74.7,°C,1/23/2019 14:37:15.3,0:01:33.6,1/23/2019 14:37:24.8,77,°C,75.1132253711201,°C,1/23/2019 14:38:48.6,71.9,°C,Stable,1/23/2019 14:38:48.9
9,70.1,°C,1/23/2019 14:38:48.9,0:00:02.3,1/23/2019 14:38:48.9,70.1,°C,67.3,°C,1/23/2019 14:38:50.7,64.7,°C,Unstable,1/23/2019 14:38:51.2
10,63.9,°C,1/23/2019 14:38:51.2,0:00:01.5,1/23/2019 14:38:51.2,63.9,°C,63.1333333333333,°C,1/23/2019 14:38:52.3,62.5,°C,Stable,1/23/2019 14:38:52.7
11,60,°C,1/23/2019 14:38:52.7,0:00:01.0,1/23/2019 14:38:52.7,60,°C,59.35,°C,1/23/2019 14:38:53.5,57.8,°C,Unstable,1/23/2019 14:38:53.7
12,56.8,°C,1/23/2019 14:38:53.7,0:00:03.0,1/23/2019 14:38:56.4,58.2,°C,56.2791666666667,°C,1/23/2019 14:38:55.3,55.2,°C,Stable,1/23/2019 14:38:56.8
13,59.9,°C,1/23/2019 14:38:56.8,0:00:01.8,1/23/2019 14:38:56.8,59.9,°C,59.1714285714286,°C,1/23/2019 14:38:58.3,58.1,°C,Stable,1/23/2019 14:38:58.6
14,57.4,°C,1/23/2019 14:38:58.6,0:00:01.2,1/23/2019 14:38:58.6,57.4,°C,56.6777777777778,°C,1/23/2019 14:38:59.5,55.5,°C,Unstable,1/23/2019 14:38:59.7
15,55.1,°C,1/23/2019 14:38:59.7,0:00:04.2,1/23/2019 14:39:02.0,56.3,°C,55.0636363636364,°C,1/23/2019 14:39:03.5,53.5,°C,Stable,1/23/2019 14:39:03.9
16,51.5,°C,1/23/2019 14:39:03.9,0:00:01.1,1/23/2019 14:39:03.9,51.5,°C,49.3,°C,1/23/2019 14:39:04.6,47.3,°C,Unstable,1/23/2019 14:39:05.0
17,46.5,°C,1/23/2019 14:39:05.0,0:00:03.7,1/23/2019 14:39:07.6,46.9,°C,46.5310344827586,°C,1/23/2019 14:39:08.4,45.3,°C,Stable,1/23/2019 14:39:08.7
18,44.3,°C,1/23/2019 14:39:08.7,0:00:03.8,1/23/2019 14:39:12.1,45.8,°C,44.8633333333333,°C,1/23/2019 14:39:08.7,44.3,°C,Stable,1/23/2019 14:39:12.5
19,49.3,°C,1/23/2019 14:39:12.5,0:00:02.6,1/23/2019 14:39:14.8,57.1,°C,53.7,°C,1/23/2019 14:39:12.5,49.3,°C,Unstable,1/23/2019 14:39:15.1
20,57.6,°C,1/23/2019 14:39:15.1,0:00:01.4,1/23/2019 14:39:16.3,59.7,°C,58.6090909090909,°C,1/23/2019 14:39:15.1,57.6,°C,Unstable,1/23/2019 14:39:16.5
21,60.2,°C,1/23/2019 14:39:16.5,0:00:03.9,1/23/2019 14:39:20.0,62.5,°C,61.2096774193549,°C,1/23/2019 14:39:16.5,60.2,°C,Stable,1/23/2019 14:39:20.4
22,62.9,°C,1/23/2019 14:39:20.4,0:00:04.5,1/23/2019 14:39:24.5,65.3,°C,64.1194444444444,°C,1/23/2019 14:39:20.4,62.9,°C,Stable,1/23/2019 14:39:25.0
23,65.7,°C,1/23/2019 14:39:25.0,0:00:03.9,1/23/2019 14:39:28.6,68.2,°C,66.741935483871,°C,1/23/2019 14:39:25.0,65.7,°C,Stable,1/23/2019 14:39:28.9
24,68.5,°C,1/23/2019 14:39:28.9,0:00:03.9,1/23/2019 14:39:32.3,71.2,°C,69.9451612903226,°C,1/23/2019 14:39:28.9,68.5,°C,Stable,1/23/2019 14:39:32.8
25,71.4,°C,1/23/2019 14:39:32.8,0:00:05.9,1/23/2019 14:39:38.3,74.2,°C,72.8808510638298,°C,1/23/2019 14:39:32.8,71.4,°C,Stable,1/23/2019 14:39:38.7
26,74.3,°C,1/23/2019 14:39:38.7,0:00:13.2,1/23/2019 14:39:50.2,77.2,°C,76.0826923076923,°C,1/23/2019 14:39:38.7,74.3,°C,Stable,1/23/2019 14:39:51.9
27,77.3,°C,1/23/2019 14:39:51.9,0:01:09.8,1/23/2019 14:40:01.5,78.3,°C,76.7021699819167,°C,1/23/2019 14:40:49.7,74.4,°C,Stable,1/23/2019 14:41:01.7
28,74.1,°C,1/23/2019 14:41:01.7,0:00:10.9,1/23/2019 14:41:11.8,77,°C,75.693023255814,°C,1/23/2019 14:41:02.1,73.9,°C,Stable,1/23/2019 14:41:12.6
29,77.1,°C,1/23/2019 14:41:12.6,0:00:25.3,1/23/2019 14:41:13.8,77.3,°C,76.1393034825872,°C,1/23/2019 14:41:37.7,74.3,°C,Stable,1/23/2019 14:41:38.0
30,73.8,°C,1/23/2019 14:41:38.0,0:00:07.9,1/23/2019 14:41:45.5,76.7,°C,75.3096774193549,°C,1/23/2019 14:41:38.0,73.8,°C,Stable,1/23/2019 14:41:45.8
31,76.8,°C,1/23/2019 14:41:45.8,0:02:45.9,1/23/2019 14:41:59.3,77.4,°C,75.9878995433789,°C,1/23/2019 14:44:22.4,73.8,°C,Stable,1/23/2019 14:44:31.8
32,73.7,°C,1/23/2019 14:44:31.8,0:02:08.6,1/23/2019 14:44:36.2,75.1,°C,73.068534906588,°C,1/23/2019 14:46:07.8,70.8,°C,Stable,1/23/2019 14:46:40.4
33,70.5,°C,1/23/2019 14:46:40.4,0:01:40.6,1/23/2019 14:46:47.2,71.7,°C,70.0665829145729,°C,1/23/2019 14:48:20.6,68,°C,Stable,1/23/2019 14:48:21.0
34,67.4,°C,1/23/2019 14:48:21.0,0:01:39.2,1/23/2019 14:48:30.4,69.2,°C,67.2745547073791,°C,1/23/2019 14:49:59.7,64.9,°C,Stable,1/23/2019 14:50:00.2
35,64,°C,1/23/2019 14:50:00.2,0:01:43.3,1/23/2019 14:50:09.8,66.5,°C,64.3215422276622,°C,1/23/2019 14:51:43.0,61.5,°C,Stable,1/23/2019 14:51:43.5
36,61.4,°C,1/23/2019 14:51:43.5,0:01:12.8,1/23/2019 14:51:49.7,63.6,°C,61.8921739130435,°C,1/23/2019 14:52:55.9,59.2,°C,Stable,1/23/2019 14:52:56.3
37,58.8,°C,1/23/2019 14:52:56.3,0:00:06.0,1/23/2019 14:53:02.0,61.1,°C,59.9127659574468,°C,1/23/2019 14:52:56.3,58.8,°C,Stable,1/23/2019 14:53:02.3
38,61.2,°C,1/23/2019 14:53:02.3,0:00:22.1,1/23/2019 14:53:03.4,61.5,°C,60.3125714285715,°C,1/23/2019 14:53:24.0,58.8,°C,Stable,1/23/2019 14:53:24.4
39,58.6,°C,1/23/2019 14:53:24.4,0:01:20.3,1/23/2019 14:53:30.3,60.8,°C,58.7283464566929,°C,1/23/2019 14:54:36.6,56.4,°C,Stable,1/23/2019 14:54:44.7
40,56.2,°C,1/23/2019 14:54:44.7,0:00:52.5,1/23/2019 14:54:50.8,58.3,°C,56.8838554216868,°C,1/23/2019 14:55:36.8,54.2,°C,Stable,1/23/2019 14:55:37.2
41,53.9,°C,1/23/2019 14:55:37.2,0:00:05.6,1/23/2019 14:55:42.5,56,°C,54.8227272727273,°C,1/23/2019 14:55:37.4,53.8,°C,Stable,1/23/2019 14:55:42.8
42,56.2,°C,1/23/2019 14:55:42.8,0:00:28.1,1/23/2019 14:55:43.5,56.4,°C,55.254954954955,°C,1/23/2019 14:55:47.2,54.3,°C,Stable,1/23/2019 14:56:10.8
43,53.9,°C,1/23/2019 14:56:10.8,0:01:39.0,1/23/2019 14:56:26.3,55.4,°C,53.6816326530613,°C,1/23/2019 14:57:49.5,51.9,°C,Stable,1/23/2019 14:57:49.9
44,51.5,°C,1/23/2019 14:57:49.9,0:00:27.4,1/23/2019 14:57:56.3,52.8,°C,51.3495412844037,°C,1/23/2019 14:58:16.8,49.8,°C,Stable,1/23/2019 14:58:17.3
45,49.4,°C,1/23/2019 14:58:17.3,0:00:04.8,1/23/2019 14:58:21.7,51.3,°C,50.3184210526316,°C,1/23/2019 14:58:17.3,49.4,°C,Stable,1/23/2019 14:58:22.1
46,51.4,°C,1/23/2019 14:58:22.1,0:00:04.5,1/23/2019 14:58:23.6,52.1,°C,51.2638888888889,°C,1/23/2019 14:58:26.2,49.4,°C,Stable,1/23/2019 14:58:26.6
47,49.2,°C,1/23/2019 14:58:26.6,0:00:04.8,1/23/2019 14:58:31.1,51.1,°C,49.9842105263158,°C,1/23/2019 14:58:26.9,49.1,°C,Stable,1/23/2019 14:58:31.4
48,51.2,°C,1/23/2019 14:58:31.4,0:00:03.8,1/23/2019 14:58:31.8,51.4,°C,50.5033333333333,°C,1/23/2019 14:58:34.8,49.4,°C,Stable,1/23/2019 14:58:35.3
49,49.1,°C,1/23/2019 14:58:35.3,0:00:04.7,1/23/2019 14:58:39.7,51,°C,49.9648648648649,°C,1/23/2019 14:58:35.5,49,°C,Stable,1/23/2019 14:58:40.0
50,51.1,°C,1/23/2019 14:58:40.0,0:00:24.4,1/23/2019 14:58:40.9,51.5,°C,50.5963730569948,°C,1/23/2019 14:58:44.8,49.6,°C,Stable,1/23/2019 14:59:04.4
51,49,°C,1/23/2019 14:59:04.4,0:01:10.6,1/23/2019 14:59:10.0,50.8,°C,48.7697674418604,°C,1/23/2019 14:59:31.9,47.2,°C,Stable,1/23/2019 15:00:15.0
52,46.7,°C,1/23/2019 15:00:15.0,0:01:00.6,1/23/2019 15:00:31.9,48.1,°C,46.5497916666666,°C,1/23/2019 15:01:15.2,45,°C,Stable,1/23/2019 15:01:15.6
53,44.8,°C,1/23/2019 15:01:15.6,0:00:43.8,1/23/2019 15:01:38.7,46.1,°C,44.735549132948,°C,1/23/2019 15:01:50.4,43.1,°C,Stable,1/23/2019 15:01:59.4
54,43,°C,1/23/2019 15:01:59.4,0:00:05.2,1/23/2019 15:02:04.2,44.7,°C,43.7707317073171,°C,1/23/2019 15:01:59.4,43,°C,Stable,1/23/2019 15:02:04.6
55,44.8,°C,1/23/2019 15:02:04.6,0:00:19.8,1/23/2019 15:02:12.8,45,°C,44.3687898089172,°C,1/23/2019 15:02:24.1,43.2,°C,Stable,1/23/2019 15:02:24.4
56,42.8,°C,1/23/2019 15:02:24.4,0:00:35.9,1/23/2019 15:02:39.8,44.5,°C,43.3316901408451,°C,1/23/2019 15:03:00.0,41.1,°C,Stable,1/23/2019 15:03:00.3
57,40.3,°C,1/23/2019 15:03:00.3,0:00:06.4,1/23/2019 15:03:06.2,41.8,°C,40.5862745098039,°C,1/23/2019 15:03:01.0,39.4,°C,Stable,1/23/2019 15:03:06.7
58,42,°C,1/23/2019 15:03:06.7,0:00:21.9,1/23/2019 15:03:16.7,42.8,°C,41.7757225433526,°C,1/23/2019 15:03:28.4,40.5,°C,Stable,1/23/2019 15:03:28.7
59,40,°C,1/23/2019 15:03:28.7,0:00:04.2,1/23/2019 15:03:32.6,41.5,°C,40.5424242424242,°C,1/23/2019 15:03:29.2,39.9,°C,Stable,1/23/2019 15:03:32.8
60,41.6,°C,1/23/2019 15:03:32.8,0:00:27.3,1/23/2019 15:03:43.8,42.5,°C,41.8658986175115,°C,1/23/2019 15:03:59.7,40.3,°C,Stable,1/23/2019 15:04:00.1
61,39.7,°C,1/23/2019 15:04:00.1,0:00:06.1,1/23/2019 15:04:05.7,41.2,°C,40.1895833333333,°C,1/23/2019 15:04:00.9,39.2,°C,Stable,1/23/2019 15:04:06.2
62,41.5,°C,1/23/2019 15:04:06.2,0:00:02.5,1/23/2019 15:04:06.6,41.6,°C,41.145,°C,1/23/2019 15:04:08.5,40.4,°C,Stable,1/23/2019 15:04:08.7
63,39.7,°C,1/23/2019 15:04:08.7,0:00:10.2,1/23/2019 15:04:14.7,41,°C,39.79375,°C,1/23/2019 15:04:18.5,38.2,°C,Stable,1/23/2019 15:04:18.9
64,38.1,°C,1/23/2019 15:04:18.9,0:00:04.2,1/23/2019 15:04:22.6,39.6,°C,38.9,°C,1/23/2019 15:04:18.9,38.1,°C,Stable,1/23/2019 15:04:23.1
65,39.8,°C,1/23/2019 15:04:23.1,0:00:03.7,1/23/2019 15:04:23.8,40.1,°C,39.4586206896552,°C,1/23/2019 15:04:26.4,38.5,°C,Stable,1/23/2019 15:04:26.8
66,38,°C,1/23/2019 15:04:26.8,0:00:04.2,1/23/2019 15:04:30.5,39.4,°C,38.6030303030303,°C,1/23/2019 15:04:27.0,37.9,°C,Stable,1/23/2019 15:04:31.0
67,39.7,°C,1/23/2019 15:04:31.0,0:00:05.1,1/23/2019 15:04:32.6,40.3,°C,39.74,°C,1/23/2019 15:04:35.7,38.4,°C,Stable,1/23/2019 15:04:36.1
68,38,°C,1/23/2019 15:04:36.1,0:00:05.3,1/23/2019 15:04:41.0,39.5,°C,38.6219512195122,°C,1/23/2019 15:04:36.5,37.8,°C,Stable,1/23/2019 15:04:41.4
69,39.7,°C,1/23/2019 15:04:41.4,0:00:23.6,1/23/2019 15:04:49.9,40,°C,39.3951871657754,°C,1/23/2019 15:04:45.5,38.4,°C,Stable,1/23/2019 15:05:04.9
70,38.1,°C,1/23/2019 15:05:04.9,0:00:26.6,1/23/2019 15:05:19.2,39.1,°C,38.0042654028436,°C,1/23/2019 15:05:22.1,36.7,°C,Stable,1/23/2019 15:05:31.5
71,36.3,°C,1/23/2019 15:05:31.5,0:00:04.0,1/23/2019 15:05:35.2,37.6,°C,36.7709677419355,°C,1/23/2019 15:05:31.8,36.2,°C,Stable,1/23/2019 15:05:35.5
72,37.8,°C,1/23/2019 15:05:35.5,0:00:34.1,1/23/2019 15:05:37.1,38.4,°C,37.5221402214022,°C,1/23/2019 15:05:40.0,36.3,°C,Stable,1/23/2019 15:06:09.6
73,35.9,°C,1/23/2019 15:06:09.6,0:00:05.2,1/23/2019 15:06:14.1,37.3,°C,36.5609756097561,°C,1/23/2019 15:06:09.6,35.9,°C,Stable,1/23/2019 15:06:14.8
74,37.4,°C,1/23/2019 15:06:14.8,0:00:03.8,1/23/2019 15:06:16.4,37.8,°C,37.1966666666667,°C,1/23/2019 15:06:18.2,36.2,°C,Stable,1/23/2019 15:06:18.6
75,35.9,°C,1/23/2019 15:06:18.6,0:00:18.7,1/23/2019 15:06:24.9,37.2,°C,35.9006756756757,°C,1/23/2019 15:06:28.7,34.5,°C,Stable,1/23/2019 15:06:37.2
76,34.1,°C,1/23/2019 15:06:37.2,0:00:12.8,1/23/2019 15:06:44.4,35.3,°C,34.6079207920792,°C,1/23/2019 15:06:38.4,33.5,°C,Stable,1/23/2019 15:06:50.0
77,35.5,°C,1/23/2019 15:06:50.0,0:00:19.4,1/23/2019 15:06:51.8,36.2,°C,35.521568627451,°C,1/23/2019 15:07:09.1,34.1,°C,Stable,1/23/2019 15:07:09.4
78,33.7,°C,1/23/2019 15:07:09.4,0:00:04.2,1/23/2019 15:07:13.2,35,°C,34.2181818181818,°C,1/23/2019 15:07:09.8,33.6,°C,Stable,1/23/2019 15:07:13.6
79,35.1,°C,1/23/2019 15:07:13.6,0:00:05.2,1/23/2019 15:07:15.4,35.7,°C,35.1731707317073,°C,1/23/2019 15:07:18.4,33.9,°C,Stable,1/23/2019 15:07:18.8
80,33.6,°C,1/23/2019 15:07:18.8,0:00:04.4,1/23/2019 15:07:22.9,34.9,°C,34.1,°C,1/23/2019 15:07:19.2,33.5,°C,Stable,1/23/2019 15:07:23.2
81,35,°C,1/23/2019 15:07:23.2,0:00:05.0,1/23/2019 15:07:25.1,35.5,°C,35.0564102564103,°C,1/23/2019 15:07:27.7,33.8,°C,Stable,1/23/2019 15:07:28.2
82,33.1,°C,1/23/2019 15:07:28.2,0:00:04.0,1/23/2019 15:07:31.8,34.4,°C,33.540625,°C,1/23/2019 15:07:28.6,32.9,°C,Stable,1/23/2019 15:07:32.2
83,34.6,°C,1/23/2019 15:07:32.2,0:00:14.5,1/23/2019 15:07:34.1,35.3,°C,34.4904347826087,°C,1/23/2019 15:07:37.8,33.4,°C,Stable,1/23/2019 15:07:46.8
84,33.1,°C,1/23/2019 15:07:46.8,0:00:04.1,1/23/2019 15:07:50.6,34.4,°C,33.4848484848485,°C,1/23/2019 15:07:47.3,32.8,°C,Stable,1/23/2019 15:07:50.9
85,34.5,°C,1/23/2019 15:07:50.9,0:00:12.3,1/23/2019 15:07:51.8,34.7,°C,34.3020408163265,°C,1/23/2019 15:08:03.0,33.3,°C,Stable,1/23/2019 15:08:03.2
86,32.6,°C,1/23/2019 15:08:03.2,0:00:07.9,1/23/2019 15:08:07.8,33.4,°C,32.5412698412698,°C,1/23/2019 15:08:10.8,31.4,°C,Stable,1/23/2019 15:08:11.2
87,31.2,°C,1/23/2019 15:08:11.2,0:00:02.5,1/23/2019 15:08:13.3,32.3,°C,31.72,°C,1/23/2019 15:08:11.2,31.2,°C,Stable,1/23/2019 15:08:13.7
88,32.5,°C,1/23/2019 15:08:13.7,0:00:03.4,1/23/2019 15:08:16.7,33.7,°C,33.062962962963,°C,1/23/2019 15:08:13.7,32.5,°C,Stable,1/23/2019 15:08:17.1
89,33.8,°C,1/23/2019 15:08:17.1,0:00:02.7,1/23/2019 15:08:17.1,33.8,°C,33.3142857142857,°C,1/23/2019 15:08:19.3,32.8,°C,Stable,1/23/2019 15:08:19.8
90,32.4,°C,1/23/2019 15:08:19.8,0:00:05.9,1/23/2019 15:08:25.4,33.6,°C,32.6521739130435,°C,1/23/2019 15:08:20.4,31.9,°C,Stable,1/23/2019 15:08:25.7
91,33.7,°C,1/23/2019 15:08:25.7,0:00:03.4,1/23/2019 15:08:25.7,33.7,°C,33.3703703703704,°C,1/23/2019 15:08:28.7,32.4,°C,Stable,1/23/2019 15:08:29.1
92,31.7,°C,1/23/2019 15:08:29.1,0:00:09.3,1/23/2019 15:08:35.0,32.9,°C,31.9405405405405,°C,1/23/2019 15:08:38.1,30.5,°C,Stable,1/23/2019 15:08:38.4
93,30.4,°C,1/23/2019 15:08:38.4,0:00:02.7,1/23/2019 15:08:40.6,31.6,°C,30.9761904761905,°C,1/23/2019 15:08:38.4,30.4,°C,Stable,1/23/2019 15:08:41.1
94,31.8,°C,1/23/2019 15:08:41.1,0:00:22.0,1/23/2019 15:08:43.4,32.8,°C,32.1350574712644,°C,1/23/2019 15:09:02.7,30.7,°C,Stable,1/23/2019 15:09:03.1
95,30.5,°C,1/23/2019 15:09:03.1,0:00:04.1,1/23/2019 15:09:07.0,31.7,°C,30.98125,°C,1/23/2019 15:09:03.5,30.4,°C,Stable,1/23/2019 15:09:07.2
96,31.8,°C,1/23/2019 15:09:07.2,0:00:04.5,1/23/2019 15:09:09.1,32.4,°C,31.8555555555556,°C,1/23/2019 15:09:11.3,30.6,°C,Stable,1/23/2019 15:09:11.7
97,30.2,°C,1/23/2019 15:09:11.7,0:00:04.2,1/23/2019 15:09:15.4,31.4,°C,30.7424242424242,°C,1/23/2019 15:09:11.7,30.2,°C,Stable,1/23/2019 15:09:15.9
98,31.5,°C,1/23/2019 15:09:15.9,0:00:04.8,1/23/2019 15:09:17.7,32.2,°C,31.7052631578947,°C,1/23/2019 15:09:20.3,30.5,°C,Stable,1/23/2019 15:09:20.7
99,30,°C,1/23/2019 15:09:20.7,0:00:14.2,1/23/2019 15:09:34.6,31.1,°C,30.2616071428571,°C,1/23/2019 15:09:30.0,29.3,°C,Stable,1/23/2019 15:09:35.0
100,31.3,°C,1/23/2019 15:09:35.0,0:00:03.3,1/23/2019 15:09:35.4,31.4,°C,31.0192307692308,°C,1/23/2019 15:09:37.9,30.4,°C,Stable,1/23/2019 15:09:38.3
101,30,°C,1/23/2019 15:09:38.3,0:00:05.7,1/23/2019 15:09:43.5,31,°C,30.1711111111111,°C,1/23/2019 15:09:39.0,29.5,°C,Stable,1/23/2019 15:09:44.0
102,31.2,°C,1/23/2019 15:09:44.0,0:00:04.4,1/23/2019 15:09:44.0,31.2,°C,30.9428571428572,°C,1/23/2019 15:09:48.0,30.4,°C,Stable,1/23/2019 15:09:48.4
103,29.9,°C,1/23/2019 15:09:48.4,0:00:03.4,1/23/2019 15:09:51.3,31,°C,30.3407407407407,°C,1/23/2019 15:09:48.4,29.9,°C,Stable,1/23/2019 15:09:51.8
104,31.2,°C,1/23/2019 15:09:51.8,0:00:09.6,1/23/2019 15:09:51.8,31.2,°C,30.896052631579,°C,1/23/2019 15:10:01.0,30,°C,Stable,1/23/2019 15:10:01.4
105,29.5,°C,1/23/2019 15:10:01.4,0:00:00.8,1/23/2019 15:10:01.4,29.5,°C,29.05,°C,1/23/2019 15:10:01.8,28.6,°C,Unstable,1/23/2019 15:10:02.2
106,28.2,°C,1/23/2019 15:10:02.2,0:00:04.5,1/23/2019 15:10:06.3,29.3,°C,28.5611111111111,°C,1/23/2019 15:10:02.6,28,°C,Stable,1/23/2019 15:10:06.7
107,29.4,°C,1/23/2019 15:10:06.7,0:00:03.7,1/23/2019 15:10:08.1,29.8,°C,29.3206896551724,°C,1/23/2019 15:10:10.0,28.5,°C,Stable,1/23/2019 15:10:10.4
108,27.8,°C,1/23/2019 15:10:10.4,0:00:03.8,1/23/2019 15:10:13.7,28.8,°C,28.0766666666667,°C,1/23/2019 15:10:10.9,27.5,°C,Stable,1/23/2019 15:10:14.2
109,29,°C,1/23/2019 15:10:14.2,0:00:14.7,1/23/2019 15:10:24.9,30,°C,29.1577586206897,°C,1/23/2019 15:10:28.3,27.9,°C,Stable,1/23/2019 15:10:28.8
110,27.4,°C,1/23/2019 15:10:28.8,0:00:02.5,1/23/2019 15:10:31.0,28.3,°C,27.73,°C,1/23/2019 15:10:28.8,27.4,°C,Stable,1/23/2019 15:10:31.4
111,28.5,°C,1/23/2019 15:10:31.4,0:00:03.0,1/23/2019 15:10:33.9,29.5,°C,29.0291666666667,°C,1/23/2019 15:10:31.4,28.5,°C,Stable,1/23/2019 15:10:34.4
112,29.7,°C,1/23/2019 15:10:34.4,0:00:04.0,1/23/2019 15:10:34.7,29.9,°C,29.4032258064516,°C,1/23/2019 15:10:38.1,28.6,°C,Stable,1/23/2019 15:10:38.4
113,28.2,°C,1/23/2019 15:10:38.4,0:00:04.6,1/23/2019 15:10:42.2,29.3,°C,28.5944444444444,°C,1/23/2019 15:10:38.9,28.1,°C,Stable,1/23/2019 15:10:42.9
114,29.4,°C,1/23/2019 15:10:42.9,0:00:13.1,1/23/2019 15:10:43.3,29.6,°C,28.9384615384615,°C,1/23/2019 15:10:55.8,28.5,°C,Stable,1/23/2019 15:10:56.0
115,28.2,°C,1/23/2019 15:10:56.0,0:00:07.6,1/23/2019 15:11:00.2,29.1,°C,28.41,°C,1/23/2019 15:11:03.1,27.2,°C,Stable,1/23/2019 15:11:03.6
116,27,°C,1/23/2019 15:11:03.6,0:00:02.8,1/23/2019 15:11:05.8,28,°C,27.5227272727273,°C,1/23/2019 15:11:03.6,27,°C,Stable,1/23/2019 15:11:06.4
117,28.1,°C,1/23/2019 15:11:06.4,0:00:16.5,1/23/2019 15:11:08.4,28.8,°C,28.2167938931298,°C,1/23/2019 15:11:22.7,27,°C,Stable,1/23/2019 15:11:23.0
118,26.5,°C,1/23/2019 15:11:23.0,0:00:04.6,1/23/2019 15:11:27.2,27.5,°C,26.6805555555556,°C,1/23/2019 15:11:23.3,26.2,°C,Stable,1/23/2019 15:11:27.5
119,27.6,°C,1/23/2019 15:11:27.5,0:00:03.3,1/23/2019 15:11:28.3,27.9,°C,27.4692307692308,°C,1/23/2019 15:11:30.5,26.6,°C,Stable,1/23/2019 15:11:30.9
120,25.8,°C,1/23/2019 15:11:30.9,0:00:04.1,1/23/2019 15:11:34.6,26.8,°C,26.13125,°C,1/23/2019 15:11:31.3,25.6,°C,Stable,1/23/2019 15:11:35.0
121,27,°C,1/23/2019 15:11:35.0,0:00:05.2,1/23/2019 15:11:37.3,27.7,°C,27.1804878048781,°C,1/23/2019 15:11:39.8,26.2,°C,Stable,1/23/2019 15:11:40.2
122,25.7,°C,1/23/2019 15:11:40.2,0:00:04.2,1/23/2019 15:11:44.0,26.7,°C,25.9575757575758,°C,1/23/2019 15:11:40.7,25.5,°C,Stable,1/23/2019 15:11:44.3
123,26.8,°C,1/23/2019 15:11:44.3,0:00:05.9,1/23/2019 15:11:46.2,27.4,°C,26.936170212766,°C,1/23/2019 15:11:50.0,25.8,°C,Stable,1/23/2019 15:11:50.2
124,25.6,°C,1/23/2019 15:11:50.2,0:00:04.6,1/23/2019 15:11:54.5,26.5,°C,25.8861111111111,°C,1/23/2019 15:11:50.8,25.5,°C,Stable,1/23/2019 15:11:54.8
125,26.7,°C,1/23/2019 15:11:54.8,0:00:15.3,1/23/2019 15:12:05.4,27,°C,26.427868852459,°C,1/23/2019 15:11:59.4,25.7,°C,Stable,1/23/2019 15:12:10.2
126,25.4,°C,1/23/2019 15:12:10.2,0:00:05.6,1/23/2019 15:12:15.5,26.3,°C,25.4818181818182,°C,1/23/2019 15:12:10.9,24.7,°C,Stable,1/23/2019 15:12:15.8
127,26.5,°C,1/23/2019 15:12:15.8,0:00:03.1,1/23/2019 15:12:16.5,26.7,°C,26.3583333333333,°C,1/23/2019 15:12:18.3,25.7,°C,Stable,1/23/2019 15:12:18.8
128,25.2,°C,1/23/2019 15:12:18.8,0:00:06.3,1/23/2019 15:12:24.8,26.1,°C,25.306,°C,1/23/2019 15:12:20.0,24.6,°C,Stable,1/23/2019 15:12:25.1
129,26.3,°C,1/23/2019 15:12:25.1,0:00:02.7,1/23/2019 15:12:25.9,26.6,°C,26.1809523809524,°C,1/23/2019 15:12:27.3,25.5,°C,Stable,1/23/2019 15:12:27.8
130,25.2,°C,1/23/2019 15:12:27.8,0:00:01.1,1/23/2019 15:12:27.8,25.2,°C,24.6222222222222,°C,1/23/2019 15:12:28.4,24.2,°C,Unstable,1/23/2019 15:12:28.9
