"Test Method:,""3Point_Bending.msm"""

"Sample,""Spcmn"",""Width"",""Thickness"",""Peak Load"",""Peak Stress"",""Strain At Break"",""Modulus"",""Stress At Yield"",""Strain At Yield"",""Load At Yield"",""Elongation At Break"",""Elongation at Peak"",""Adjusted Gage Length"",""FlexuralStress"",""FlexuralStrain"""
"I. D.,""No."",""mm"",""mm"",""N"",""MPa"",""mm/mm"",""MPa"",""MPa"",""mm/mm"",""N"",""mm"",""mm"",""mm"",""MPa"",""mm/mm"""

"Sample34.mss,""1"",""40.000"",""5.000"",""-1.761"",""-0.0"",""****"",""****"",""-0.024"",""-0.009"",""-4.836"",""****"",""-0.003"",""3.175"",""-198.98"",""-0.013"""
"Sample34.mss,""2"",""40.000"",""5.000"",""-4.395"",""-0.0"",""****"",""****"",""-3.327"",""-0.090"",""-665.328"",""****"",""-0.003"",""3.175"",""-249.97"",""-0.009"""
"Sample34.mss,""3"",""40.000"",""5.000"",""-17.235"",""-0.1"",""****"",""****"",""-3.328"",""-0.081"",""-665.624"",""****"",""-0.003"",""3.175"",""-49.94"",""-0.005"""


"Test Method,""3Point_Bending.msm"""
"Sample I. D.,""Sample34.mss"""
"Specimen Number,""3"""

"Time (s),""Load (N)"",""Extension (mm)"",""_COM1 (C)"",""FlexureStress (MPa)"",""FlexureStrain (mm/mm)"""
"2983.400,-665.202,-0.829,16.200,-49.890,****"
"2996.200,-665.213,-0.836,15.700,-49.891,****"
"3009.000,-665.277,-0.846,15.100,-49.896,****"
"3021.800,-664.836,-0.855,14.800,-49.863,****"
"3034.600,-665.358,-0.865,14.100,-49.902,****"
"3047.400,-665.158,-0.875,14.100,-49.887,****"
"3060.200,-665.279,-0.884,13.500,-49.896,****"
"3073.000,-665.228,-0.896,13.200,-49.892,****"
"3085.800,-665.278,-0.906,12.700,-49.896,****"
"3098.600,-665.064,-0.917,12.200,-49.880,****"
"3111.400,-665.371,-0.927,11.800,-49.903,****"
"3124.200,-665.054,-0.938,11.400,-49.879,****"
"3137.000,-664.938,-0.950,10.600,-49.870,****"
"3149.800,-665.220,-0.961,10.600,-49.892,****"
"3162.600,-665.340,-0.973,10.000,-49.900,****"
"3175.400,-665.038,-0.983,9.600,-49.878,****"
"3188.200,-665.213,-0.993,9.200,-49.891,****"
"3201.000,-665.082,-1.003,8.900,-49.881,****"
"3213.800,-665.008,-1.013,8.400,-49.876,****"
"3226.600,-665.060,-1.022,7.900,-49.879,****"
"3239.400,-665.558,-1.032,7.400,-49.917,****"
"3252.200,-665.476,-1.040,7.000,-49.911,****"
"3265.000,-665.526,-1.048,6.600,-49.914,****"
"3277.800,-665.194,-1.057,6.200,-49.890,****"
"3290.600,-665.296,-1.065,6.000,-49.897,****"
"3303.400,-665.293,-1.073,5.400,-49.897,****"
"3316.200,-665.527,-1.081,5.100,-49.915,****"
"3329.000,-665.549,-1.088,4.600,-49.916,****"
"3341.800,-665.521,-1.096,3.900,-49.914,****"
"3354.600,-665.376,-1.103,3.600,-49.903,****"
"3367.400,-665.384,-1.111,3.200,-49.904,****"
"3380.200,-665.243,-1.118,2.800,-49.893,****"
"3393.000,-665.295,-1.125,2.400,-49.897,****"
"3405.800,-665.065,-1.132,1.900,-49.880,****"
"3418.600,-665.271,-1.139,1.800,-49.895,****"
"3431.400,-665.606,-1.147,0.800,-49.920,****"
"3444.200,-665.489,-1.154,0.800,-49.912,****"
"3457.000,-665.701,-1.161,0.100,-49.928,****"
"3469.800,-665.415,-1.168,-0.200,-49.906,****"
"3482.600,-665.755,-1.176,-0.500,-49.932,****"
"3495.400,-665.166,-1.183,-1.100,-49.887,****"
"3508.200,-665.532,-1.190,0.000,-49.915,****"
"3521.000,-665.392,-1.198,-2.000,-49.904,****"
"3533.800,-665.248,-1.205,-2.100,-49.894,****"
"3546.600,-665.576,-1.213,-2.900,-49.918,****"
"3559.400,-665.857,-1.219,-2.900,-49.939,****"
"3572.200,-665.697,-1.227,-3.700,-49.927,****"
"3585.000,-665.323,-1.234,0.000,-49.899,****"
"3597.800,-665.455,-1.241,-4.700,-49.909,****"
"3610.600,-665.440,-1.248,-4.600,-49.908,****"
"3623.400,-665.456,-1.256,-5.500,-49.909,****"
"3636.200,-665.440,-1.264,-5.500,-49.908,****"
"3649.000,-665.236,-1.271,-5.900,-49.893,****"
"3661.800,-665.518,-1.279,-6.500,-49.914,****"
"3674.600,-665.346,-1.286,-6.800,-49.901,****"
"3687.400,-665.254,-1.293,-7.300,-49.894,****"
"3700.200,-665.450,-1.300,-7.800,-49.909,****"
"3713.000,-665.428,-1.307,-8.100,-49.907,****"
"3725.800,-665.349,-1.315,-8.400,-49.901,****"
"3738.600,-665.587,-1.322,-8.900,-49.919,****"
"3751.400,-665.289,-1.330,-9.400,-49.897,****"
"3764.200,-665.478,-1.338,-9.700,-49.911,****"
"3777.000,-665.343,-1.347,-10.300,-49.901,****"
"3789.800,-665.399,-1.355,-10.700,-49.905,****"
"3802.600,-665.336,-1.363,-11.300,-49.900,****"
"3815.400,-665.251,-1.370,-11.600,-49.894,****"
"3828.200,-665.313,-1.379,-12.300,-49.898,****"
"3841.000,-665.234,-1.387,-12.600,-49.893,****"
"3853.800,-665.837,-1.396,-13.100,-49.938,****"
"3866.600,-665.232,-1.404,-13.400,-49.892,****"
"3879.400,-665.535,-1.411,-13.800,-49.915,****"
"3892.200,-665.230,-1.419,-14.100,-49.892,****"
"3905.000,-665.574,-1.426,-14.800,-49.918,****"
"3917.800,-665.372,-1.434,-15.200,-49.903,****"
"3930.600,-665.495,-1.442,-15.600,-49.912,****"
"3943.400,-665.407,-1.450,-15.800,-49.906,****"
"3956.200,-665.420,-1.458,-16.200,-49.907,****"
"3969.000,-665.274,-1.466,-16.600,-49.896,****"
"3981.800,-665.421,-1.473,-17.000,-49.907,****"
"3994.600,-665.928,-1.480,-17.400,-49.945,****"
"4007.400,-665.342,-1.487,-17.900,-49.901,****"
"4020.200,-665.187,-1.493,-18.300,-49.889,****"
"4033.000,-665.578,-1.500,-18.700,-49.918,****"
"4045.800,-665.732,-1.507,-19.200,-49.930,****"
"4058.600,-665.401,-1.514,-20.000,-49.905,****"
"4071.400,-665.176,-1.521,-20.100,-49.888,****"
"4084.200,-665.540,-1.529,-20.900,-49.916,****"
"4097.000,-665.687,-1.535,-20.800,-49.927,****"
"4109.800,-665.183,-1.543,-21.500,-49.889,****"
"4122.600,-665.345,-1.551,-21.700,-49.901,****"
"4135.400,-665.325,-1.559,-22.500,-49.899,****"
"4148.200,-665.468,-1.566,-22.900,-49.910,****"
"4161.000,-665.601,-1.572,-23.200,-49.920,****"
"4173.800,-665.466,-1.578,-23.500,-49.910,****"
"4186.600,-665.244,-1.587,-24.200,-49.893,****"
"4199.400,-665.347,-1.595,-24.400,-49.901,****"
"4212.200,-665.153,-1.604,-25.100,-49.887,****"
"4225.000,-665.416,-1.612,-25.200,-49.906,****"
"4237.800,-665.382,-1.622,-25.800,-49.904,****"
"4250.600,-665.131,-1.631,-26.000,-49.885,****"
"4263.400,-665.465,-1.640,-26.700,-49.910,****"
"4276.200,-665.465,-1.648,-26.900,-49.910,****"
"4289.000,-665.236,-1.656,-27.600,-49.893,****"
"4301.800,-665.243,-1.664,-27.800,-49.893,****"
"4314.600,-665.265,-1.672,-28.400,-49.895,****"
"4327.400,-665.313,-1.679,-29.000,-49.898,****"
"4340.200,-665.387,-1.685,-28.700,-49.904,****"
"4353.000,-665.632,-1.692,-29.400,-49.922,****"
"4365.800,-665.582,-1.699,-30.300,-49.919,****"
"4378.600,-665.320,-1.706,-30.200,-49.899,****"
"4391.400,-665.051,-1.713,-31.000,-49.879,****"
"4404.200,-665.221,-1.723,-31.200,-49.892,****"
"4417.000,-665.494,-1.732,-31.900,-49.912,****"
"4429.800,-665.423,-1.739,-31.800,-49.907,****"
"4442.600,-665.540,-1.748,-32.400,-49.915,****"
"4455.400,-665.702,-1.756,-32.800,-49.928,****"
"4468.200,-665.576,-1.763,-33.100,-49.918,****"
"4481.000,-665.447,-1.772,-33.800,-49.909,****"
"4493.800,-665.320,-1.779,-34.400,-49.899,****"
"4506.600,-665.529,-1.787,-34.700,-49.915,****"
"4519.400,-665.216,-1.795,-35.300,-49.891,****"
"4532.200,-665.552,-1.802,-35.600,-49.916,****"
"4545.000,-665.441,-1.809,-36.200,-49.908,****"
"4557.800,-665.488,-1.815,-36.100,-49.912,****"
"4570.600,-665.349,-1.824,-36.900,-49.901,****"
"4583.400,-665.360,-1.831,-37.000,-49.902,****"
"4596.200,-665.290,-1.839,-37.600,-49.897,****"
"4609.000,-664.950,-1.848,-37.900,-49.871,****"
"4621.800,-665.218,-1.857,-38.300,-49.891,****"
"4634.600,-665.510,-1.864,-38.700,-49.913,****"
"4647.400,-665.442,-1.872,-39.400,-49.908,****"
"4660.200,-664.999,-1.880,-39.900,-49.875,****"
"4673.000,-665.496,-1.888,-40.000,-49.912,****"
"4685.800,-665.418,-1.895,-40.100,-49.906,****"
"4698.600,-665.604,-1.902,-39.700,-49.920,****"
"4711.400,-665.568,-1.908,-39.900,-49.918,****"
"4724.200,-665.627,-1.915,-39.600,-49.922,****"
"4737.000,-665.743,-1.921,-39.800,-49.931,****"
"4749.800,-665.431,-1.927,-39.700,-49.907,****"
"4762.600,-665.490,-1.933,-39.700,-49.912,****"
"4775.400,-665.440,-1.939,-39.900,-49.908,****"
"4788.200,-665.651,-1.945,-39.740,-49.924,****"
"4801.000,-665.451,-1.951,-40.000,-49.909,****"
"4813.800,-665.290,-1.957,-40.300,-49.897,****"
"4826.600,-665.326,-1.963,-39.800,-49.899,****"
"4839.400,-665.328,-1.968,-39.800,-49.900,****"
"4852.200,-665.493,-1.974,-39.800,-49.912,****"
"4865.000,-665.554,-1.980,-40.200,-49.917,****"
"4877.800,-665.643,-1.986,-39.900,-49.923,****"
"4890.600,-665.283,-1.992,-40.000,-49.896,****"
"4903.400,-665.499,-1.997,-39.800,-49.912,****"
"4916.200,-665.532,-2.002,-39.800,-49.915,****"
"4929.000,-665.414,-2.007,-40.300,-49.906,****"
"4941.800,-665.645,-2.012,-39.900,-49.923,****"
"4954.600,-665.501,-2.017,-40.100,-49.913,****"
"4967.400,-665.437,-2.022,-39.700,-49.908,****"
"4980.200,-665.168,-2.026,-39.800,-49.888,****"
"4993.000,-665.756,-2.032,-40.100,-49.932,****"
"5005.800,-665.462,-2.036,-39.900,-49.910,****"
"5018.600,-665.683,-2.041,-39.700,-49.926,****"
"5031.400,-665.724,-2.045,-39.800,-49.929,****"
"5044.200,-665.495,-2.050,-40.200,-49.912,****"
"5057.000,-665.728,-2.054,-39.900,-49.930,****"
"5069.800,-665.886,-2.059,-40.200,-49.941,****"
"5082.600,-665.826,-2.063,-39.800,-49.937,****"
"5095.400,-666.146,-2.067,-39.800,-49.961,****"
"5108.200,-665.900,-2.071,-39.900,-49.943,****"
"5121.000,-665.632,-2.075,-39.900,-49.922,****"
"5133.800,-665.800,-2.079,-40.000,-49.935,****"
"5146.600,-665.854,-2.083,-39.700,-49.939,****"
"5159.400,-665.570,-2.087,-40.200,-49.918,****"
"5172.200,-665.631,-2.091,-40.100,-49.922,****"
"5185.000,-665.598,-2.095,-40.200,-49.920,****"
"5197.800,-665.604,-2.099,-40.000,-49.920,****"
"5210.600,-665.555,-2.102,-40.000,-49.917,****"
"5223.400,-665.967,-2.106,-40.000,-49.948,****"
"5236.200,-665.856,-2.110,-39.900,-49.939,****"
"5249.000,-665.821,-2.113,-40.100,-49.937,****"
"5261.800,-666.127,-2.117,-40.000,-49.960,****"
"5274.600,-665.723,-2.120,-39.800,-49.929,****"
"5287.400,-665.799,-2.124,-40.000,-49.935,****"
"5300.200,-665.557,-2.127,-40.300,-49.917,****"
"5313.000,-665.723,-2.130,-39.900,-49.929,****"
"5325.800,-665.523,-2.134,-40.300,-49.914,****"
"5338.600,-665.906,-2.137,-40.100,-49.943,****"
"5351.400,-665.796,-2.140,-39.700,-49.935,****"
"5364.200,-665.598,-2.143,-40.100,-49.920,****"
"5377.000,-665.859,-2.146,-39.800,-49.939,****"
"5389.800,-665.751,-2.149,-40.100,-49.931,****"
"5402.600,-666.014,-2.152,-40.000,-49.951,****"
"5415.400,-665.307,-2.155,-40.000,-49.898,****"
"5428.200,-665.839,-2.158,-39.800,-49.938,****"
"5441.000,-665.761,-2.161,-40.200,-49.932,****"
"5453.800,-665.849,-2.164,-40.000,-49.939,****"
"5466.600,-665.761,-2.167,-40.100,-49.932,****"
"5479.400,-666.056,-2.169,-39.800,-49.954,****"
"5492.200,-665.908,-2.172,-39.800,-49.943,****"
"5505.000,-665.664,-2.175,-39.800,-49.925,****"
"5517.800,-666.183,-2.178,-40.000,-49.964,****"
"5530.600,-665.805,-2.180,-39.900,-49.935,****"
"5543.400,-665.771,-2.183,-40.200,-49.933,****"
"5556.200,-666.103,-2.185,-39.800,-49.958,****"
"5569.000,-666.066,-2.188,-40.000,-49.955,****"
"5581.800,-665.581,-2.190,-39.300,-49.919,****"
"5594.600,-665.853,-2.192,-38.800,-49.939,****"
"5607.400,-665.701,-2.194,-38.500,-49.928,****"
"5620.200,-665.601,-2.196,-38.300,-49.920,****"
"5633.000,-665.891,-2.197,-37.600,-49.942,****"
"5645.800,-666.507,-2.198,-37.100,-49.988,****"
"5658.600,-665.557,-2.200,-36.800,-49.917,****"
"5671.400,-666.070,-2.201,-36.300,-49.955,****"
"5684.200,-666.078,-2.202,-35.900,-49.956,****"
"5697.000,-666.478,-2.203,-35.600,-49.986,****"
"5709.800,-666.067,-2.203,-35.000,-49.955,****"
"5722.600,-665.982,-2.204,-34.700,-49.949,****"
"5735.400,-665.756,-2.204,-34.200,-49.932,****"
"5748.200,-666.253,-2.205,-33.800,-49.969,****"
"5761.000,-665.623,-2.205,-33.300,-49.922,****"
"5773.800,-665.828,-2.205,-33.000,-49.937,****"
"5786.600,-665.713,-2.205,-32.500,-49.928,****"
"5799.400,-666.103,-2.206,-32.200,-49.958,****"
"5812.200,-665.714,-2.206,-31.700,-49.929,****"
"5825.000,-665.723,-2.205,-31.200,-49.929,****"
"5837.800,-666.240,-2.205,-30.900,-49.968,****"
"5850.600,-666.024,-2.205,-30.400,-49.952,****"
"5863.400,-666.399,-2.205,-30.000,-49.980,****"
"5876.200,-666.100,-2.204,-29.600,-49.957,****"
"5889.000,-666.039,-2.204,-29.200,-49.953,****"
"5901.800,-665.774,-2.203,-28.700,-49.933,****"
"5914.600,-666.102,-2.203,-28.300,-49.958,****"
"5927.400,-666.103,-2.202,-27.900,-49.958,****"
"5940.200,-665.846,-2.202,-27.400,-49.938,****"
"5953.000,-666.234,-2.201,-27.100,-49.968,****"
"5965.800,-665.811,-2.200,-26.600,-49.936,****"
"5978.600,-665.814,-2.200,-26.200,-49.936,****"
"5991.400,-665.921,-2.199,-25.800,-49.944,****"
"6004.200,-666.528,-2.198,-25.300,-49.990,****"
"6017.000,-665.975,-2.197,-24.900,-49.948,****"
"6029.800,-666.306,-2.196,-24.400,-49.973,****"
"6042.600,-665.867,-2.195,-24.000,-49.940,****"
"6055.400,-666.164,-2.194,-23.600,-49.962,****"
"6068.200,-665.947,-2.193,-23.200,-49.946,****"
"6081.000,-665.732,-2.191,-22.800,-49.930,****"
"6093.800,-666.249,-2.190,-22.400,-49.969,****"
"6106.600,-665.962,-2.189,-22.000,-49.947,****"
"6119.400,-666.611,-2.188,-21.600,-49.996,****"
"6132.200,-666.187,-2.186,-21.200,-49.964,****"
"6145.000,-666.295,-2.185,-20.900,-49.972,****"
"6157.800,-666.005,-2.184,-20.600,-49.950,****"
"6170.600,-665.626,-2.182,-20.200,-49.922,****"
"6183.400,-666.332,-2.181,-19.900,-49.975,****"
"6196.200,-666.460,-2.180,-19.500,-49.984,****"
"6209.000,-665.719,-2.178,-19.200,-49.929,****"
"6221.800,-666.065,-2.177,-18.800,-49.955,****"
"6234.600,-665.938,-2.175,-18.400,-49.945,****"
"6247.400,-666.392,-2.174,-18.000,-49.979,****"
"6260.200,-665.858,-2.172,-17.700,-49.939,****"
"6273.000,-665.933,-2.170,-17.200,-49.945,****"
"6285.800,-666.336,-2.169,-16.900,-49.975,****"
"6298.600,-665.867,-2.167,-16.400,-49.940,****"
"6311.400,-666.334,-2.165,-16.100,-49.975,****"
"6324.200,-665.994,-2.164,-15.600,-49.950,****"
"6337.000,-665.814,-2.162,-15.200,-49.936,****"
"6349.800,-666.290,-2.160,-14.800,-49.972,****"
"6362.600,-666.083,-2.158,-14.400,-49.956,****"
"6375.400,-666.170,-2.156,-14.000,-49.963,****"
"6388.200,-666.574,-2.154,-13.600,-49.993,****"
"6401.000,-665.911,-2.152,-13.100,-49.943,****"
"6413.800,-666.333,-2.150,-12.700,-49.975,****"
"6426.600,-666.046,-2.148,-12.300,-49.953,****"
"6439.400,-666.393,-2.146,-11.800,-49.979,****"
"6452.200,-666.273,-2.144,-11.400,-49.970,****"
"6465.000,-666.181,-2.141,-11.000,-49.964,****"
"6477.800,-666.195,-2.139,-10.600,-49.965,****"
"6490.600,-665.752,-2.137,-10.100,-49.931,****"
"6503.400,-666.327,-2.135,-9.700,-49.975,****"
"6516.200,-666.282,-2.132,-9.300,-49.971,****"
"6529.000,-666.052,-2.130,-8.900,-49.954,****"
"6541.800,-666.198,-2.128,-8.400,-49.965,****"
"6554.600,-666.020,-2.125,-8.000,-49.951,****"
"6567.400,-666.349,-2.123,-7.600,-49.976,****"
"6580.200,-666.069,-2.120,-7.100,-49.955,****"
"6593.000,-665.974,-2.118,-6.700,-49.948,****"
"6605.800,-666.037,-2.115,-6.300,-49.953,****"
"6618.600,-666.290,-2.112,-5.800,-49.972,****"
"6631.400,-666.181,-2.110,-5.400,-49.964,****"
"6644.200,-666.391,-2.107,-5.000,-49.979,****"
"6657.000,-666.348,-2.105,-4.570,-49.976,****"
"6669.800,-666.411,-2.102,-4.100,-49.981,****"
"6682.600,-666.357,-2.099,0.000,-49.977,****"
"6695.400,-666.593,-2.097,-3.200,-49.994,****"
"6708.200,-666.364,-2.094,-2.900,-49.977,****"
"6721.000,-666.490,-2.091,-2.400,-49.987,****"
"6733.800,-665.902,-2.088,-2.000,-49.943,****"
"6746.600,-666.087,-2.086,-1.600,-49.957,****"
"6759.400,-666.672,-2.083,-1.200,-50.000,****"
"6772.200,-665.636,-2.080,-0.700,-49.923,****"
"6785.000,-666.560,-2.077,0.000,-49.992,****"
"6797.800,-666.266,-2.074,0.100,-49.970,****"
"6810.600,-666.000,-2.071,0.600,-49.950,****"
"6823.400,-666.322,-2.068,1.000,-49.974,****"
"6836.200,-666.196,-2.065,1.400,-49.965,****"
"6849.000,-666.650,-2.062,1.800,-49.999,****"
"6861.800,-665.748,-2.059,2.200,-49.931,****"
"6874.600,-666.523,-2.056,2.700,-49.989,****"
"6887.400,-666.470,-2.053,3.100,-49.985,****"
"6900.200,-665.791,-2.050,3.500,-49.934,****"
"6913.000,-666.041,-2.047,4.000,-49.953,****"
"6925.800,-666.303,-2.044,4.400,-49.973,****"
"6938.600,-666.382,-2.041,4.800,-49.979,****"
"6951.400,-666.477,-2.038,5.300,-49.986,****"
"6964.200,-666.107,-2.035,5.800,-49.958,****"
"6977.000,-666.404,-2.032,6.100,-49.980,****"
"6989.800,-666.302,-2.029,6.500,-49.973,****"
"7002.600,-666.057,-2.026,7.000,-49.954,****"
"7015.400,-666.141,-2.022,7.400,-49.961,****"
"7028.200,-666.357,-2.020,7.800,-49.977,****"
"7041.000,-666.031,-2.016,8.300,-49.952,****"
"7053.800,-666.125,-2.013,8.700,-49.959,****"
"7066.600,-666.112,-2.010,9.100,-49.958,****"
"7079.400,-666.359,-2.007,9.500,-49.977,****"
"7092.200,-665.884,-2.004,10.000,-49.941,****"
"7105.000,-665.953,-2.000,10.400,-49.946,****"
"7117.800,-665.837,-1.997,10.800,-49.938,****"
"7130.600,-666.244,-1.994,11.200,-49.968,****"
"7143.400,-666.290,-1.991,11.600,-49.972,****"
"7156.200,-666.041,-1.988,12.100,-49.953,****"
"7169.000,-666.224,-1.985,12.500,-49.967,****"
"7181.800,-666.426,-1.982,12.900,-49.982,****"
"7194.600,-666.465,-1.978,13.400,-49.985,****"
"7207.400,-666.101,-1.975,13.800,-49.958,****"
"7220.200,-666.112,-1.971,14.200,-49.958,****"
"7233.000,-665.910,-1.968,14.600,-49.943,****"
"7245.800,-666.159,-1.964,15.100,-49.962,****"
"7258.600,-666.289,-1.960,15.500,-49.972,****"
"7271.400,-666.220,-1.957,15.900,-49.966,****"
"7284.200,-665.992,-1.953,16.300,-49.949,****"
"7297.000,-666.139,-1.950,16.700,-49.960,****"
"7309.800,-666.180,-1.947,17.200,-49.964,****"
"7322.600,-666.294,-1.944,17.600,-49.972,****"
"7335.400,-666.594,-1.940,18.000,-49.995,****"
"7348.200,-666.336,-1.937,18.400,-49.975,****"
"7361.000,-666.419,-1.933,18.900,-49.981,****"
"7373.800,-666.216,-1.930,19.300,-49.966,****"
"7386.600,-666.187,-1.927,19.800,-49.964,****"
"7399.400,-666.198,-1.924,20.200,-49.965,****"
"7412.200,-666.541,-1.920,20.700,-49.991,****"
"7425.000,-666.848,-1.917,21.100,-50.014,****"
"7437.800,-666.268,-1.913,21.500,-49.970,****"
"7450.600,-666.354,-1.910,21.900,-49.977,****"
"7463.400,-666.698,-1.906,22.300,-50.002,****"
"7476.200,-666.547,-1.903,22.800,-49.991,****"
"7489.000,-665.834,-1.899,23.200,-49.938,****"
"7501.800,-666.019,-1.896,23.600,-49.951,****"
"7514.600,-666.372,-1.893,24.000,-49.978,****"
"7527.400,-665.853,-1.889,24.500,-49.939,****"
"7540.200,-666.343,-1.886,24.900,-49.976,****"
"7553.000,-666.169,-1.883,25.400,-49.963,****"
"7565.800,-666.265,-1.879,25.800,-49.970,****"
"7578.600,-666.594,-1.876,26.200,-49.995,****"
"7591.400,-666.056,-1.872,26.600,-49.954,****"
"7604.200,-666.414,-1.869,27.000,-49.981,****"
"7617.000,-666.308,-1.866,27.500,-49.973,****"
"7629.800,-666.179,-1.862,27.900,-49.963,****"
"7642.600,-666.266,-1.859,28.300,-49.970,****"
"7655.400,-666.267,-1.855,28.700,-49.970,****"
"7668.200,-666.250,-1.852,29.200,-49.969,****"
"7681.000,-666.539,-1.848,29.600,-49.990,****"
"7693.800,-666.406,-1.845,30.000,-49.980,****"
"7706.600,-666.439,-1.841,30.400,-49.983,****"
"7719.400,-665.886,-1.837,30.900,-49.941,****"
"7732.200,-666.259,-1.834,31.300,-49.969,****"
"7745.000,-666.011,-1.830,31.700,-49.951,****"
"7757.800,-666.255,-1.826,32.100,-49.969,****"
"7770.600,-666.059,-1.822,32.600,-49.954,****"
"7783.400,-666.120,-1.818,33.000,-49.959,****"
"7796.200,-666.380,-1.815,33.400,-49.979,****"
"7809.000,-666.241,-1.811,33.800,-49.968,****"
"7821.800,-666.454,-1.806,34.300,-49.984,****"
"7834.600,-666.055,-1.802,34.800,-49.954,****"
"7847.400,-666.077,-1.798,35.100,-49.956,****"
"7860.200,-666.498,-1.794,35.600,-49.987,****"
"7873.000,-666.488,-1.789,36.000,-49.987,****"
"7885.800,-666.252,-1.784,36.400,-49.969,****"
"7898.600,-666.534,-1.780,36.800,-49.990,****"
"7911.400,-666.316,-1.775,37.300,-49.974,****"
"7924.200,-666.312,-1.770,37.700,-49.973,****"
"7937.000,-666.475,-1.764,38.100,-49.986,****"
"7949.800,-666.599,-1.759,38.500,-49.995,****"
"7962.600,-666.456,-1.753,38.900,-49.984,****"
"7975.400,-666.550,-1.746,39.400,-49.991,****"
"7988.200,-666.447,-1.740,39.800,-49.984,****"
"8001.000,-666.549,-1.733,40.300,-49.991,****"
"8013.800,-666.761,-1.726,40.700,-50.007,****"
"8026.600,-666.475,-1.719,41.100,-49.986,****"
"8039.400,-666.272,-1.711,41.500,-49.970,****"
"8052.200,-666.378,-1.704,42.000,-49.978,****"
"8065.000,-667.032,-1.696,42.400,-50.027,****"
"8077.800,-666.664,-1.688,42.800,-50.000,****"
"8090.600,-667.160,-1.679,43.200,-50.037,****"
"8103.400,-666.799,-1.670,43.700,-50.010,****"
"8116.200,-666.751,-1.660,44.100,-50.006,****"
"8129.000,-666.815,-1.650,44.500,-50.011,****"
"8141.800,-666.879,-1.638,45.000,-50.016,****"
"8154.600,-666.502,-1.625,45.400,-49.988,****"
"8167.400,-667.020,-1.611,45.800,-50.026,****"
"8180.200,-667.155,-1.598,46.200,-50.037,****"
"8193.000,-667.186,-1.584,46.700,-50.039,****"
"8205.800,-667.125,-1.570,47.100,-50.034,****"
"8218.600,-666.629,-1.556,47.500,-49.997,****"
"8231.400,-667.382,-1.541,48.000,-50.054,****"
"8244.200,-667.437,-1.526,48.400,-50.058,****"
"8257.000,-666.968,-1.510,48.800,-50.023,****"
"8269.800,-667.317,-1.495,49.200,-50.049,****"
"8282.600,-667.459,-1.479,49.700,-50.059,****"
"8295.400,-667.437,-1.462,50.100,-50.058,****"
"8308.200,-667.502,-1.445,50.500,-50.063,****"
"8321.000,-667.508,-1.428,50.900,-50.063,****"
"8333.800,-667.179,-1.410,51.400,-50.038,****"
"8346.600,-667.409,-1.391,51.800,-50.056,****"
"8359.400,-667.469,-1.373,52.200,-50.060,****"
"8372.200,-667.174,-1.354,52.600,-50.038,****"
"8385.000,-667.556,-1.336,53.000,-50.067,****"
"8397.800,-667.631,-1.316,53.500,-50.072,****"
"8410.600,-667.637,-1.297,53.900,-50.073,****"
"8423.400,-667.616,-1.277,54.300,-50.071,****"
"8436.200,-667.465,-1.256,54.800,-50.060,****"
"8449.000,-667.829,-1.235,55.200,-50.087,****"
"8461.800,-667.483,-1.214,55.600,-50.061,****"
"8474.600,-667.376,-1.192,56.100,-50.053,****"
"8487.400,-667.913,-1.171,56.500,-50.093,****"
"8500.200,-667.328,-1.150,56.900,-50.050,****"
"8513.000,-667.596,-1.129,57.300,-50.070,****"
"8525.800,-667.723,-1.109,57.700,-50.079,****"
"8538.600,-667.601,-1.090,58.200,-50.070,****"
"8551.400,-667.485,-1.071,58.600,-50.061,****"
"8564.200,-667.111,-1.054,59.000,-50.033,****"
"8577.000,-666.959,-1.037,59.400,-50.022,****"
"8589.800,-667.040,-1.021,59.900,-50.028,****"
"8602.600,-666.870,-1.006,60.300,-50.015,****"
"8615.400,-667.229,-0.992,60.700,-50.042,****"
"8628.200,-667.052,-0.979,61.200,-50.029,****"
"8641.000,-666.722,-0.966,61.600,-50.004,****"
"8653.800,-666.687,-0.955,62.000,-50.002,****"
"8666.600,-666.723,-0.944,62.500,-50.004,****"
"8679.400,-666.986,-0.934,62.900,-50.024,****"
"8692.200,-666.719,-0.925,63.300,-50.004,****"
"8705.000,-666.506,-0.916,63.700,-49.988,****"
"8717.800,-666.609,-0.908,64.200,-49.996,****"
"8730.600,-666.512,-0.901,64.600,-49.988,****"
"8743.400,-666.143,-0.894,65.000,-49.961,****"
"8756.200,-666.407,-0.887,65.500,-49.981,****"
"8769.000,-665.900,-0.881,65.800,-49.942,****"
"8781.800,-666.415,-0.875,66.300,-49.981,****"
"8794.600,-666.267,-0.869,66.700,-49.970,****"
"8807.400,-666.229,-0.864,67.200,-49.967,****"
"8820.200,-666.228,-0.858,67.600,-49.967,****"
"8833.000,-666.502,-0.853,68.000,-49.988,****"
"8845.800,-666.376,-0.848,68.400,-49.978,****"
"8858.600,-666.393,-0.843,68.800,-49.979,****"
"8871.400,-665.873,-0.838,69.300,-49.940,****"
"8884.200,-666.261,-0.833,69.700,-49.970,****"
"8897.000,-666.575,-0.829,70.100,-49.993,****"
"8909.800,-666.418,-0.824,70.500,-49.981,****"
"8922.600,-666.142,-0.820,71.000,-49.961,****"
"8935.400,-666.517,-0.815,71.400,-49.989,****"
