FLUKE 287,  V1.16,38020004,,,,,,,,,,,,
,,,,,,,,,,,,,,
To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0',,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name,,,,,,,
1/23/2019 17:43,1/23/2019 21:00,3:17:01,5:00:00,476,1,476,,,,,,,,
Max Time,Max,,Average,,Min,,Min Time,Scaling,,,,,,
1/23/2019 17:47,101.9,°C,38.4299534,°C,-35.7,°C,1/23/2019 19:15,(none),,,,,,
,,,,,,,,,,,,,,
Reading,Sample,,Start Time,Duration,Max Time,Max,,Average,,Min Time,Min,,Description,Stop Time
454,Sample,71.5,16:32.8,72.74832402,,,,,,,,,,
454,Min,71.3,16:35.0,,,,,,,,,,,
454,Max,74.3,17:58.3,,,,,,,,,,,
455,Sample,74.4,18:03.2,75.71855389,,,,,,,,,,
455,Min,74.3,18:10.6,,,,,,,,,,,
455,Max,77.3,19:32.9,,,,,,,,,,,
456,Sample,77.4,19:35.6,78.90258303,,,,,,,,,,
456,Min,77.4,19:35.6,,,,,,,,,,,
456,Max,80.4,21:08.4,,,,,,,,,,,
457,Sample,80.5,21:18.4,82.21281741,,,,,,,,,,
457,Min,80.5,21:18.4,,,,,,,,,,,
457,Max,83.7,22:56.8,,,,,,,,,,,
458,Sample,83.8,23:02.8,85.46798419,,,,,,,,,,
458,Min,83.6,23:03.5,,,,,,,,,,,
458,Max,87.1,24:37.1,,,,,,,,,,,
459,Sample,87.2,24:38.6,88.83313468,,,,,,,,,,
459,Min,87.1,24:45.5,,,,,,,,,,,
459,Max,90.6,26:21.5,,,,,,,,,,,
460,Sample,90.8,26:24.5,92.51825641,,,,,,,,,,
460,Min,90.6,26:29.3,,,,,,,,,,,
460,Max,94.4,28:25.3,,,,,,,,,,,
461,Sample,94.5,28:27.6,96.76032165,,,,,,,,,,
461,Min,94.5,28:27.6,,,,,,,,,,,
461,Max,98.2,35:55.7,,,,,,,,,,,
462,Sample,98.3,36:26.8,98.51042264,,,,,,,,,,
462,Max,100.1,43:15.6,,,,,,,,,,,
462,Min,94.4,47:18.8,,,,,,,,,,,
463,Sample,94.3,47:27.0,92.50625521,,,,,,,,,,
463,Max,94.3,47:27.0,,,,,,,,,,,
463,Min,90.6,49:57.8,,,,,,,,,,,
464,Sample,90.5,49:58.5,88.82273106,,,,,,,,,,
464,Max,90.5,49:58.5,,,,,,,,,,,
464,Min,86.9,52:30.1,,,,,,,,,,,
465,Sample,86.8,52:30.3,85.1422895,,,,,,,,,,
465,Max,86.9,52:33.7,,,,,,,,,,,
465,Min,83.4,54:35.0,,,,,,,,,,,
466,Sample,83.3,54:43.9,81.63339676,,,,,,,,,,
466,Max,83.3,54:43.9,,,,,,,,,,,
466,Min,80,56:55.7,,,,,,,,,,,
467,Sample,79.9,56:56.8,78.2384083,,,,,,,,,,
467,Max,79.9,56:56.8,,,,,,,,,,,
467,Min,76.9,58:20.2,,,,,,,,,,,
468,Sample,76.7,58:46.3,75.64705882,,,,,,,,,,
468,Max,76.9,58:51.3,,,,,,,,,,,
468,Min,74,00:05.7,,,,,,,,,,,
469,Sample,72.9,00:05.9,71.92222222,,,,,,,,,,
469,Max,72.9,00:05.9,,,,,,,,,,,
469,Min,70.6,00:06.8,,,,,,,,,,,
470,Sample,69.9,00:07.1,68.63809524,,,,,,,,,,
470,Max,69.9,00:07.1,,,,,,,,,,,
470,Min,67.5,00:09.4,,,,,,,,,,,
471,Sample,67.1,00:09.8,63.07826087,,,,,,,,,,
471,Max,67.1,00:09.8,,,,,,,,,,,
471,Min,58,00:12.4,,,,,,,,,,,
472,Sample,57.2,00:12.7,56.04615385,,,,,,,,,,
472,Max,57.2,00:12.7,,,,,,,,,,,
472,Min,55,00:13.8,,,,,,,,,,,
473,Sample,54.2,00:14.4,50.97,,,,,,,,,,
473,Max,54.2,00:14.4,,,,,,,,,,,
473,Min,47.1,00:16.6,,,,,,,,,,,
474,Sample,46.8,00:16.9,45.91034483,,,,,,,,,,
474,Max,46.8,00:16.9,,,,,,,,,,,
474,Min,45.1,00:20.2,,,,,,,,,,,
475,Sample,44.9,00:20.6,44.56666667,,,,,,,,,,
475,Max,44.9,00:20.6,,,,,,,,,,,
475,Min,44.1,00:21.7,,,,,,,,,,,
476,Sample,44.1,00:21.8,,,,,,,,,,,
