3.076304852397786505e+01	9.123158543430927025e-01	5.000000000000000000e+01
3.129872598167190034e+01	9.127517212171745165e-01	5.000000000000000000e+01
3.222476503542702631e+01	9.131680431458835123e-01	5.000000000000000000e+01
3.358167871817283157e+01	9.136953050535543408e-01	5.000000000000000000e+01
3.526837324171333421e+01	9.141444472948652145e-01	5.000000000000000000e+01
3.707979898297779187e+01	9.145628761627766501e-01	5.000000000000000000e+01
3.887340717608773843e+01	9.151420899159007361e-01	5.000000000000000000e+01
4.066168550179628483e+01	9.159040088754201170e-01	5.000000000000000000e+01
4.250591805792717537e+01	9.167790308682431943e-01	5.000000000000000000e+01
4.429650084545367861e+01	9.177070837730445518e-01	5.000000000000000000e+01
4.593978757402336299e+01	9.188498971096085155e-01	5.000000000000000000e+01
4.751979402809163133e+01	9.198312678403900433e-01	5.000000000000000000e+01
4.917950957620086427e+01	9.206067735467882152e-01	5.000000000000000000e+01
5.073879255316864345e+01	9.214518902586286142e-01	5.000000000000000000e+01
5.235366685966914702e+01	9.222437738106135097e-01	5.000000000000000000e+01
5.397934265740294535e+01	9.230924228312962221e-01	5.000000000000000000e+01
5.561372869363110283e+01	9.242437297391244977e-01	5.000000000000000000e+01
5.725099987516380651e+01	9.254354081178137736e-01	5.000000000000000000e+01
5.885472455121352198e+01	9.264463230200079558e-01	5.000000000000000000e+01
6.051801474766065780e+01	9.273026721588699672e-01	5.000000000000000000e+01
6.219026134758711066e+01	9.280229414940360799e-01	5.000000000000000000e+01
6.384063907899527379e+01	9.286465691279807144e-01	5.000000000000000000e+01
6.547221941003597578e+01	9.291927239436872377e-01	5.000000000000000000e+01
6.706115884565252827e+01	9.300009095154754268e-01	5.000000000000000000e+01
6.865570693096628929e+01	9.308531884023506509e-01	5.000000000000000000e+01
7.025056205572288093e+01	9.318623296117773958e-01	5.000000000000000000e+01
7.184423566712419529e+01	9.329131195680006039e-01	5.000000000000000000e+01
7.347782778999341247e+01	9.338068737555066390e-01	5.000000000000000000e+01
7.505390526847459398e+01	9.345790330176361183e-01	5.000000000000000000e+01
7.663168530715297777e+01	9.353554220552982024e-01	5.000000000000000000e+01
7.823770231711878864e+01	9.360241147211656454e-01	5.000000000000000000e+01
7.988971311161228073e+01	9.368272760498206342e-01	5.000000000000000000e+01
8.152353104751735202e+01	9.376744186499671452e-01	5.000000000000000000e+01
8.319085187145472560e+01	9.386333262286784551e-01	5.000000000000000000e+01
8.480063253846701343e+01	9.395226513260591661e-01	5.000000000000000000e+01
8.636826867059485835e+01	9.403538853678342635e-01	5.000000000000000000e+01
8.797020755075321574e+01	9.412501391037462195e-01	5.000000000000000000e+01
8.960978640127527228e+01	9.421290827667091472e-01	5.000000000000000000e+01
9.126328642385067269e+01	9.430732728028202727e-01	5.000000000000000000e+01
9.292676334282535322e+01	9.441650606892976194e-01	5.000000000000000000e+01
9.457145682276552634e+01	9.450236935114475489e-01	5.000000000000000000e+01
9.610563274305491177e+01	9.458043232670347855e-01	5.000000000000000000e+01
9.764162570878028191e+01	9.464652053748735527e-01	5.000000000000000000e+01
9.926239373588450121e+01	9.470315342337182196e-01	5.000000000000000000e+01
1.009112432641965142e+02	9.475655206380348972e-01	5.000000000000000000e+01
1.025611372863296253e+02	9.481751887101825815e-01	5.000000000000000000e+01
1.042732544109779269e+02	9.489815517303333836e-01	5.000000000000000000e+01
1.058293202583361250e+02	9.499177452374706343e-01	5.000000000000000000e+01
1.073621473987416692e+02	9.508852592728486153e-01	5.000000000000000000e+01
1.089852192091024108e+02	9.518647271510384256e-01	5.000000000000000000e+01
1.107839095412869597e+02	9.525391994924805594e-01	5.000000000000000000e+01
1.125332073733835756e+02	9.530534780931703143e-01	5.000000000000000000e+01
1.141987390789079058e+02	9.534189751476420671e-01	5.000000000000000000e+01
1.158072861591696210e+02	9.539096846208637848e-01	5.000000000000000000e+01
1.172988047125661666e+02	9.544078542800068510e-01	5.000000000000000000e+01
1.187911516768610198e+02	9.550225707975431577e-01	5.000000000000000000e+01
1.205049450180663513e+02	9.556905633401829858e-01	5.000000000000000000e+01
1.222224152139418578e+02	9.563236012452356327e-01	5.000000000000000000e+01
1.238894498557610007e+02	9.569632101205258756e-01	5.000000000000000000e+01
1.255034785012582006e+02	9.576717177501755662e-01	5.000000000000000000e+01
1.271022324458397605e+02	9.584113667896867472e-01	5.000000000000000000e+01
1.286896291425638310e+02	9.589348941145295901e-01	5.000000000000000000e+01
1.302621316186785521e+02	9.593286624225161319e-01	5.000000000000000000e+01
1.318662176524263998e+02	9.598010799273055671e-01	5.000000000000000000e+01
1.334707370366333805e+02	9.600561277686960882e-01	5.000000000000000000e+01
1.350214019439896447e+02	9.602828804943509544e-01	5.000000000000000000e+01
1.365807198805341045e+02	9.606548090122088990e-01	5.000000000000000000e+01
1.381810253493828498e+02	9.611984109973618073e-01	5.000000000000000000e+01
1.398361911412938525e+02	9.616662214794102770e-01	5.000000000000000000e+01
1.415237234024060911e+02	9.621331940308910369e-01	5.000000000000000000e+01
